,Date,Company,price,GSVI,GSVI t-1,A_GSVI,returns,returns t-1,returns^2,volatilities,volumes,Mkt-RF,SMB,HML,RMW,CMA
1,1/7/2019,AAPL,37.06499863,0,0,0,-0.013445881,0,0.000180792,0.015650335,32383600,0.9,0.82,-1.01,-0.23,-0.44
10,1/14/2019,AAPL,38.07249832,0,0,0,0.049002776,0,0.002401272,0.043111175,13357400,0.9,0.82,-1.01,-0.23,-0.44
19,1/21/2019,AAPL,39.20500183,0,0,0,0.064703004,0,0.004186479,0.051724289,401037100,0.9,0.82,-1.01,-0.23,-0.44
28,1/28/2019,AAPL,39.43999863,0,0,0,0.059972214,0,0.003596666,0.051905539,6868500,0.9,0.82,-1.01,-0.23,-0.44
37,2/4/2019,AAPL,41.63000107,0,0,0,-0.012707554,0,0.000161482,0.019080477,6960900,0.9,0.82,-1.01,-0.23,-0.44
46,2/11/2019,AAPL,42.60250092,0,0,0,0.040534813,0,0.001643071,0.035728582,31095800,0.9,0.82,-1.01,-0.23,-0.44
55,2/18/2019,AAPL,42.60250092,0,0,0,0.013524685,0,0.000182917,0.012295003,10803900,0.9,0.82,-1.01,-0.23,-0.44
64,2/25/2019,AAPL,42.60499954,0,0,0,0.025860002,0,0.00066874,0.024957992,13941200,0.9,0.82,-1.01,-0.23,-0.44
73,3/4/2019,AAPL,43.24250031,28,0,0,0.045684358,0,0.002087061,0.047497069,6082000,0.9,0.82,-1.01,-0.23,-0.44
82,3/11/2019,AAPL,43.24250031,48,28,3.33220451,0.044339662,-0.013445881,0.001966006,0.042135208,71151100,-0.54,-0.36,0.76,-0.1,0.17
91,3/18/2019,AAPL,43.74250031,72,48,3.871201011,0.041072823,0.049002776,0.001686977,0.035181222,16802700,-0.54,-0.36,0.76,-0.1,0.17
100,3/25/2019,AAPL,43.74250031,27,72,4.276666119,0.024367677,0.064703004,0.000593784,0.011388962,593112300,-0.54,-0.36,0.76,-0.1,0.17
109,4/1/2019,AAPL,43.22750092,59,27,3.295836866,0.104507676,0.059972214,0.010921854,0.096441001,6311300,-0.54,-0.36,0.76,-0.1,0.17
118,4/8/2019,AAPL,43.22750092,53,59,4.077537444,0.038112729,-0.012707554,0.00145258,0.031739806,7923300,-0.54,-0.36,0.76,-0.1,0.17
127,4/15/2019,AAPL,46.52999878,41,53,3.970291914,0.033352743,0.040534813,0.001112405,0.028546513,34417300,-0.54,-0.36,0.76,-0.1,0.17
136,4/22/2019,AAPL,47.76250076,44,41,3.713572067,0.021923337,0.013524685,0.000480633,0.020693655,14453600,-0.54,-0.36,0.76,-0.1,0.17
145,4/29/2019,AAPL,47.48749924,5,44,3.784189634,0.016418168,0.025860002,0.000269556,0.015516157,15703500,-0.54,-0.36,0.76,-0.1,0.17
154,5/6/2019,AAPL,49.25,21,5,1.609437912,0.012555589,0.045684358,0.000157643,0.0143683,5711800,-0.54,-0.36,0.76,-0.1,0.17
163,5/13/2019,AAPL,49.71749878,38,21,3.044522438,-0.017626216,0.044339662,0.000310684,0.019830671,46066200,-0.01,-0.01,-0.02,-0.04,0
172,5/20/2019,AAPL,50.96500015,58,38,3.63758616,-0.010396867,0.041072823,0.000108095,0.016288468,15696000,-0.01,-0.01,-0.02,-0.04,0
181,5/27/2019,AAPL,51.07500076,26,58,4.060443011,0.054345916,0.024367677,0.002953479,0.041367201,378134700,-0.01,-0.01,-0.02,-0.04,0
190,6/3/2019,AAPL,51.07500076,58,26,3.258096538,0.03188218,0.104507676,0.001016473,0.023815505,10190200,-0.01,-0.01,-0.02,-0.04,0
199,6/10/2019,AAPL,52.9375,44,58,4.060443011,-0.006641586,0.038112729,4.41E-05,0.013014509,7138000,-0.01,-0.01,-0.02,-0.04,0
208,6/17/2019,AAPL,49.29499817,37,44,3.784189634,-0.015225573,0.033352743,0.000231818,0.020031803,28600700,-0.01,-0.01,-0.02,-0.04,0
217,6/24/2019,AAPL,49.29499817,33,37,3.610917913,0.009287878,0.021923337,8.63E-05,0.008058195,11988900,-0.01,-0.01,-0.02,-0.04,0
226,7/1/2019,AAPL,47.25,5,33,3.496507561,-0.025383211,0.016418168,0.000644307,0.026285221,15076000,-0.01,-0.01,-0.02,-0.04,0
235,7/8/2019,AAPL,44.74250031,14,5,1.609437912,-0.001928313,0.012555589,3.72E-06,0.000115601,5442300,-0.01,-0.01,-0.02,-0.04,0
244,7/15/2019,AAPL,44.74250031,40,14,2.63905733,-0.038166896,-0.017626216,0.001456712,0.04037135,29549600,-0.75,0.19,0.47,0.04,0.11
253,7/22/2019,AAPL,43.76750183,58,40,3.688879454,0.00987154,-0.010396867,9.74E-05,0.003979939,13652200,-0.75,0.19,0.47,0.04,0.11
262,7/29/2019,AAPL,43.76750183,19,58,4.060443011,0.111225631,0.054345916,0.012371141,0.098246915,363997900,-0.75,0.19,0.47,0.04,0.11
271,8/5/2019,AAPL,47.53749847,54,19,2.944438979,0.071249509,0.03188218,0.005076493,0.063182834,4533000,-0.75,0.19,0.47,0.04,0.11
280,8/12/2019,AAPL,48.18500137,36,54,3.988984047,0.017949931,-0.006641586,0.0003222,0.011577008,5060900,-0.75,0.19,0.47,0.04,0.11
289,8/19/2019,AAPL,48.18500137,40,36,3.583518938,-0.026900413,-0.015225573,0.000723632,0.031706643,20677800,-0.75,0.19,0.47,0.04,0.11
298,8/26/2019,AAPL,49.69499969,38,40,3.688879454,0.029634617,0.009287878,0.000878211,0.028404934,9342400,-0.75,0.19,0.47,0.04,0.11
307,9/2/2019,AAPL,49.47999954,4,38,3.63758616,-0.060665481,-0.025383211,0.003680301,0.061567492,11865000,-0.75,0.19,0.47,0.04,0.11
316,9/9/2019,AAPL,51.05749893,17,4,1.386294361,-0.017553726,-0.001928313,0.000308133,0.015741014,4557600,-0.75,0.19,0.47,0.04,0.11
325,9/16/2019,AAPL,50.82500076,41,17,2.833213344,-0.058168902,-0.038166896,0.003383621,0.060373356,51931600,0.69,0.26,-0.77,0.13,-0.39
334,9/23/2019,AAPL,50.64749908,64,41,3.713572067,0.038150449,0.00987154,0.001455457,0.032258848,14570900,0.69,0.26,-0.77,0.13,-0.39
343,9/30/2019,AAPL,51.93500137,43,64,4.158883083,-0.061415471,0.111225631,0.00377186,0.074394186,765719600,0.69,0.26,-0.77,0.13,-0.39
352,10/7/2019,AAPL,51.00500107,61,43,3.761200116,-0.011293058,0.071249509,0.000127533,0.019359733,12477100,0.69,0.26,-0.77,0.13,-0.39
361,10/14/2019,AAPL,50.24750137,78,61,4.110873864,-0.014226253,0.017949931,0.000202386,0.020599176,6586400,0.69,0.26,-0.77,0.13,-0.39
370,10/21/2019,AAPL,50.24750137,41,78,4.356708827,-0.023650567,-0.026900413,0.000559349,0.028456797,37670800,0.69,0.26,-0.77,0.13,-0.39
379,10/28/2019,AAPL,51.625,63,41,3.713572067,0.011437265,0.029634617,0.000130811,0.010207582,15397300,0.69,0.26,-0.77,0.13,-0.39
388,11/4/2019,AAPL,50.65999985,6,63,4.143134726,-0.005736244,-0.060665481,3.29E-05,0.006638254,22344200,0.69,0.26,-0.77,0.13,-0.39
397,11/11/2019,AAPL,50.65999985,32,6,1.791759469,-0.048892943,-0.017553726,0.00239052,0.047080231,7864200,0.69,0.26,-0.77,0.13,-0.39
406,11/18/2019,AAPL,52.18500137,40,32,3.465735903,0.027043999,-0.058168902,0.000731378,0.024839545,90660100,0.11,0.6,-0.07,-0.02,-0.07
415,11/25/2019,AAPL,52.18500137,59,40,3.688879454,0.009487968,0.038150449,9.00E-05,0.003596367,14142300,0.11,0.6,-0.07,-0.02,-0.07
424,12/2/2019,AAPL,53.31499863,24,59,4.077537444,0.026965087,-0.061415471,0.000727116,0.013986371,436607300,0.11,0.6,-0.07,-0.02,-0.07
433,12/9/2019,AAPL,54.6875,77,24,3.17805383,0.055231529,-0.011293058,0.003050522,0.047164854,4843300,0.11,0.6,-0.07,-0.02,-0.07
442,12/16/2019,AAPL,54.6875,47,77,4.343805422,0.016833721,-0.014226253,0.000283374,0.010460798,11354900,0.11,0.6,-0.07,-0.02,-0.07
451,12/23/2019,AAPL,54.43249893,40,47,3.850147602,0.012346172,-0.023650567,0.000152428,0.007539941,23606200,0.11,0.6,-0.07,-0.02,-0.07
460,12/30/2019,AAPL,54.70500183,34,40,3.688879454,-0.009416857,0.011437265,8.87E-05,0.010646539,10845500,0.11,0.6,-0.07,-0.02,-0.07
469,1/6/2020,AAPL,56.75249863,6,34,3.526360525,0.012502147,-0.005736244,0.000156304,0.011600137,17975700,0.11,0.6,-0.07,-0.02,-0.07
478,1/13/2020,AAPL,59.05250168,71,6,1.791759469,0.054798506,-0.048892943,0.003002876,0.056611217,7626900,0.11,0.6,-0.07,-0.02,-0.07
487,1/20/2020,AAPL,59.10250092,39,71,4.262679877,-0.072040398,0.027043999,0.005189819,0.074244852,90660100,-0.01,0,0.01,0,0
496,1/27/2020,AAPL,61.64500046,58,39,3.663561646,-0.00212219,0.009487968,4.50E-06,0.008013791,14142300,-0.01,0,0.01,0,0
505,2/3/2020,AAPL,63.95500183,22,58,4.060443011,0.028311645,0.026965087,0.000801549,0.01533293,436607300,-0.01,0,0.01,0,0
514,2/10/2020,AAPL,65.03500366,60,22,3.091042453,-0.003811779,0.055231529,1.45E-05,0.011878454,4843300,-0.01,0,0.01,0,0
523,2/17/2020,AAPL,65.03500366,43,60,4.094344562,-0.002949642,0.016833721,8.70E-06,0.009322566,11354900,-0.01,0,0.01,0,0
532,2/24/2020,AAPL,66.44000244,39,43,3.761200116,0.014576603,0.012346172,0.000212477,0.009770373,23606200,-0.01,0,0.01,0,0
541,3/2/2020,AAPL,65.44499969,44,39,3.663561646,0.03043908,-0.009416857,0.000926538,0.029209398,10845500,-0.01,0,0.01,0,0
550,3/9/2020,AAPL,65.44499969,4,44,3.784189634,-0.004469975,0.012502147,2.00E-05,0.005371986,17975700,-0.01,0,0.01,0,0
559,3/16/2020,AAPL,66.8125,22,4,1.386294361,-0.022911998,0.054798506,0.00052496,0.021099287,7626900,-0.01,0,0.01,0,0
568,3/23/2020,AAPL,67.67749786,34,22,0,0.031778822,-0.072040398,0.001009894,0.029574367,169849000,0.13,-0.18,-0.48,-0.57,-0.36
577,3/30/2020,AAPL,67.67749786,57,34,-0.162518929,0.019545155,-0.00212219,0.000382013,0.013653554,12840400,0.13,-0.18,-0.48,-0.57,-0.36
586,4/6/2020,AAPL,68.78749847,27,57,-0.017391743,-0.028311645,0.028311645,0.000801549,0.04129036,328803600,0.13,-0.18,-0.48,-0.57,-0.36
595,4/13/2020,AAPL,68.78749847,54,27,0.037740328,0.036189051,-0.003811779,0.001309647,0.028122376,5584700,0.13,-0.18,-0.48,-0.57,-0.36
604,4/20/2020,AAPL,69.86000061,43,54,-0.088553397,0.027203009,-0.002949642,0.000740004,0.020830086,6121500,0.13,-0.18,-0.48,-0.57,-0.36
613,4/27/2020,AAPL,72.44999695,42,43,-0.022989518,0.024322358,0.014576603,0.000591577,0.019516128,20200600,0.13,-0.18,-0.48,-0.57,-0.36
622,5/4/2020,AAPL,74.35749817,24,42,0.048790164,-0.003923493,0.03043908,1.54E-05,0.005153176,14026800,0.13,-0.18,-0.48,-0.57,-0.36
631,5/11/2020,AAPL,77.58249664,4,24,-0.459532329,0.019331947,-0.004469975,0.000373724,0.018429937,13371800,0.13,-0.18,-0.48,-0.57,-0.36
640,5/18/2020,AAPL,79.68250275,16,4,-0.223143551,0.026600357,-0.022911998,0.000707579,0.028413069,6262000,0.13,-0.18,-0.48,-0.57,-0.36
649,5/25/2020,AAPL,79.57749939,37,16,-0.271933715,-0.019088629,0.031778822,0.000364376,0.021293084,169849000,-0.49,-0.34,0.34,0.24,0.04
658,6/1/2020,AAPL,77.37750244,54,37,-0.052643733,-0.035743579,0.019545155,0.001277603,0.04163518,12840400,-0.49,-0.34,0.34,0.24,0.04
667,6/8/2020,AAPL,80.00749969,19,54,-0.071458964,-0.073133917,-0.028311645,0.00534857,0.086112632,328803600,-0.49,-0.34,0.34,0.24,0.04
676,6/15/2020,AAPL,80.00749969,59,19,-0.233614851,-0.131759155,0.036189051,0.017360475,0.13982583,5584700,-0.49,-0.34,0.34,0.24,0.04
685,6/22/2020,AAPL,81.23750305,48,59,0,0.001164937,0.027203009,1.36E-06,0.005207986,6121500,-0.49,-0.34,0.34,0.24,0.04
694,6/29/2020,AAPL,78.26249695,74,48,0.087011377,-0.030939122,0.024322358,0.000957229,0.035745352,20200600,-0.49,-0.34,0.34,0.24,0.04
703,7/6/2020,AAPL,78.26249695,34,74,0.615185639,0.006733976,-0.003923493,4.53E-05,0.005504294,14026800,-0.49,-0.34,0.34,0.24,0.04
712,7/13/2020,AAPL,68.33999634,5,34,0,-0.055332279,0.019331947,0.003061661,0.056234289,13371800,-0.49,-0.34,0.34,0.24,0.04
721,7/20/2020,AAPL,68.33999634,16,5,0,-0.081567907,0.026600357,0.006653323,0.079755195,6262000,-0.49,-0.34,0.34,0.24,0.04
730,7/27/2020,AAPL,72.25749969,33,16,-0.060624622,0.060022683,-0.019088629,0.003602722,0.057818228,68174800,1.44,0.13,-0.58,-0.16,-0.48
739,8/3/2020,AAPL,69.49250031,55,33,-0.167054085,0.009182765,-0.035743579,8.43E-05,0.003291164,10573800,1.44,0.13,-0.58,-0.16,-0.48
748,8/10/2020,AAPL,69.49250031,28,55,-0.053109825,0.056527217,-0.073133917,0.003195326,0.043548502,216868400,1.44,0.13,-0.58,-0.16,-0.48
757,8/17/2020,AAPL,57.31000137,56,28,0.15415068,0.089012948,-0.131759155,0.007923305,0.080946273,3898600,1.44,0.13,-0.58,-0.16,-0.48
766,8/24/2020,AAPL,61.93500137,52,56,-0.052185753,0.036225706,0.001164937,0.001312302,0.029852783,4598800,1.44,0.13,-0.58,-0.16,-0.48
775,8/31/2020,AAPL,60.35250092,38,52,0.101096117,0.054952643,-0.030939122,0.003019793,0.050146413,13598900,1.44,0.13,-0.58,-0.16,-0.48
784,9/7/2020,AAPL,66.99749756,49,38,-0.051293294,0.022443035,0.006733976,0.00050369,0.021213353,8212400,1.44,0.13,-0.58,-0.16,-0.48
793,9/14/2020,AAPL,70.69999695,6,49,0.254234138,0.055750698,-0.055332279,0.00310814,0.054848688,11035600,1.44,0.13,-0.58,-0.16,-0.48
802,9/21/2020,AAPL,70.74250031,15,6,0.182321557,0.068826162,-0.081567907,0.004737041,0.070638874,4277900,1.44,0.13,-0.58,-0.16,-0.48
811,9/28/2020,AAPL,70.74250031,64,15,-0.125163143,0.048971487,0.060022683,0.002398206,0.046767032,51683100,0.48,0.24,0.21,-0.05,0.07
820,10/5/2020,AAPL,72.26750183,55,64,0.495321437,0.010062417,0.009182765,0.000101252,0.004170817,13025800,0.48,0.24,0.21,-0.05,0.07
829,10/12/2020,AAPL,77.53250122,26,55,-0.035718083,0.124202909,0.056527217,0.015426363,0.111224194,261809300,0.48,0.24,0.21,-0.05,0.07
838,10/19/2020,AAPL,77.53250122,58,26,0,0.06627578,0.089012948,0.004392479,0.058209105,6416900,0.48,0.24,0.21,-0.05,0.07
847,10/26/2020,AAPL,76.92749786,54,58,-0.017094433,0.017607477,0.036225706,0.000310023,0.011234554,6845600,0.48,0.24,0.21,-0.05,0.07
856,11/2/2020,AAPL,79.72250366,39,54,0.117783036,0.030147854,0.054952643,0.000908893,0.025341624,16999900,0.48,0.24,0.21,-0.05,0.07
865,11/9/2020,AAPL,79.72250366,42,39,-0.025317808,0.01574465,0.022443035,0.000247894,0.014514968,12336000,0.48,0.24,0.21,-0.05,0.07
874,11/16/2020,AAPL,79.48500061,6,42,0,-0.024026178,0.055750698,0.000577257,0.024928189,12685400,0.48,0.24,0.21,-0.05,0.07
883,11/23/2020,AAPL,79.48500061,22,6,0,-0.420138537,0.068826162,0.176516391,0.418325826,3839400,0.48,0.24,0.21,-0.05,0.07
892,11/30/2020,AAPL,82.875,36,22,0,-0.029006367,0.048971487,0.000841369,0.031210821,51406100,-0.05,0.45,-0.31,0.11,0.03
901,12/7/2020,AAPL,84.69999695,57,36,-0.027398974,0.025848061,0.010062417,0.000668122,0.01995646,12427800,-0.05,0.45,-0.31,0.11,0.03
910,12/14/2020,AAPL,84.69999695,29,57,0,-0.032764556,0.124202909,0.001073516,0.045743271,246243700,-0.05,0.45,-0.31,0.11,0.03
919,12/21/2020,AAPL,87.43000031,61,29,0.109199292,0.053121946,0.06627578,0.002821941,0.045055271,10684600,-0.05,0.45,-0.31,0.11,0.03
928,12/28/2020,AAPL,88.40750122,62,61,0.03333642,-0.027065554,0.017607477,0.000732544,0.033438478,6367500,-0.05,0.45,-0.31,0.11,0.03
937,1/4/2021,AAPL,91.02749634,34,62,0.255933374,0.009014243,0.030147854,8.13E-05,0.004208012,23468900,-0.05,0.45,-0.31,0.11,0.03
946,1/11/2021,AAPL,95.91999817,36,34,-0.137201122,-0.016460783,0.01574465,0.000270957,0.017690465,11042300,-0.05,0.45,-0.31,0.11,0.03
955,1/18/2021,AAPL,96.32749939,34,36,0,0.017415747,-0.024026178,0.000303308,0.016513736,15848700,-0.05,0.45,-0.31,0.11,0.03
964,1/25/2021,AAPL,92.61499786,15,34,1.734601055,0.086880615,-0.420138537,0.007548241,0.088693327,5755900,-0.05,0.45,-0.31,0.11,0.03
973,2/1/2021,AAPL,106.2600021,32,15,-0.064538521,0.037927453,-0.029006367,0.001438492,0.035722999,51518900,1.22,-0.11,0.66,0.07,-0.02
982,2/8/2021,AAPL,111.1125031,53,32,-0.117783036,0.003595996,0.025848061,1.29E-05,0.002295605,26511600,1.22,-0.11,0.66,0.07,-0.02
991,2/15/2021,AAPL,111.1125031,21,53,-0.037041272,0.127143445,-0.032764556,0.016165456,0.114164729,256875100,1.22,-0.11,0.66,0.07,-0.02
1000,2/22/2021,AAPL,114.9075012,53,21,-0.2135741,0.039818495,0.053121946,0.001585513,0.03175182,7776500,1.22,-0.11,0.66,0.07,-0.02
1009,3/1/2021,AAPL,124.3700027,53,53,-0.090151097,0.028433365,-0.027065554,0.000808456,0.022060442,8802800,1.22,-0.11,0.66,0.07,-0.02
1018,3/8/2021,AAPL,124.3700027,37,53,0.019048195,0.031251609,0.009014243,0.000976663,0.026445379,21540400,1.22,-0.11,0.66,0.07,-0.02
1027,3/15/2021,AAPL,124.8075027,26,37,-0.052643733,-0.00215157,-0.016460783,4.63E-06,0.003381253,20801100,1.22,-0.11,0.66,0.07,-0.02
1036,3/22/2021,AAPL,124.8075027,25,26,-0.3254224,0.028181153,0.017415747,0.000794177,0.027279143,17988700,1.22,-0.11,0.66,0.07,-0.02
1045,3/29/2021,AAPL,120.9599991,17,25,1.427116356,0.022339336,0.086880615,0.000499046,0.024152048,7456700,1.22,-0.11,0.66,0.07,-0.02
1054,4/5/2021,AAPL,112,40,17,0.060624622,-0.000211529,0.037927453,4.47E-08,0.002415983,66804500,0.13,-0.2,0.19,0.09,-0.01
1063,4/12/2021,AAPL,112,55,40,0.105360516,0.016354495,0.003595996,0.00026747,0.010462894,17817200,0.13,-0.2,0.19,0.09,-0.01
1072,4/19/2021,AAPL,106.8399963,26,55,0,-0.039772941,0.127143445,0.001581887,0.052751656,587009700,0.13,-0.2,0.19,0.09,-0.01
1081,4/26/2021,AAPL,112.2799988,54,26,0,-0.00950842,0.039818495,9.04E-05,0.017575095,7174500,0.13,-0.2,0.19,0.09,-0.01
1090,5/3/2021,AAPL,113.0199966,56,54,-0.036367644,0.008841198,0.028433365,7.82E-05,0.002468274,7958900,0.13,-0.2,0.19,0.09,-0.01
1099,5/10/2021,AAPL,116.9700012,38,56,0.055059777,0.003141033,0.031251609,9.87E-06,0.001665198,30189700,0.13,-0.2,0.19,0.09,-0.01
1108,5/17/2021,AAPL,119.0199966,39,38,0,0.006916338,-0.00215157,4.78E-05,0.005686656,17389200,0.13,-0.2,0.19,0.09,-0.01
1117,5/24/2021,AAPL,115.0400009,14,39,0.080042708,-0.020629977,0.028181153,0.000425596,0.021531987,12515200,0.13,-0.2,0.19,0.09,-0.01
1126,5/31/2021,AAPL,108.8600006,15,14,0.84729786,-0.030324449,0.022339336,0.000919572,0.028511737,33243700,0.13,-0.2,0.19,0.09,-0.01
1135,6/7/2021,AAPL,118.6900024,31,15,-0.064538521,-0.042559558,-0.000211529,0.001811316,0.044764013,39493900,-0.08,-0.3,-0.25,0.35,0.02
1144,6/14/2021,AAPL,118.6900024,51,31,-0.149531734,-0.004756302,0.016354495,2.26E-05,0.010647903,12426700,-0.08,-0.3,-0.25,0.35,0.02
1153,6/21/2021,AAPL,119.2600021,18,51,-0.075507553,-0.006122838,-0.039772941,3.75E-05,0.019101554,360947900,-0.08,-0.3,-0.25,0.35,0.02
1162,6/28/2021,AAPL,117.3399963,51,18,-0.36772478,-0.040348675,-0.00950842,0.001628016,0.04841535,5132300,-0.08,-0.3,-0.25,0.35,0.02
1171,7/5/2021,AAPL,117.3399963,54,51,-0.093526058,0.015076236,0.008841198,0.000227293,0.008703313,7029800,-0.08,-0.3,-0.25,0.35,0.02
1180,7/12/2021,AAPL,116.5899963,37,54,0,0.01005738,0.003141033,0.000101151,0.00525115,20658300,-0.08,-0.3,-0.25,0.35,0.02
1189,7/19/2021,AAPL,122.25,39,37,-0.026668247,-0.013639831,0.006916338,0.000186045,0.014869513,17463300,-0.08,-0.3,-0.25,0.35,0.02
1198,7/26/2021,AAPL,122.25,10,39,0,-0.07566837,-0.020629977,0.005725702,0.07657038,11980700,-0.08,-0.3,-0.25,0.35,0.02
1207,8/2/2021,AAPL,122.4100037,14,10,0,-0.035196415,-0.030324449,0.001238788,0.033383703,22372000,-0.08,-0.3,-0.25,0.35,0.02
1216,8/9/2021,AAPL,122.4100037,28,14,-0.068992871,0.060793381,-0.042559558,0.003695835,0.058588926,39493900,0.08,-0.36,-0.44,-0.54,-0.34
1225,8/16/2021,AAPL,126.6600037,51,28,-0.164303051,0.041234315,-0.004756302,0.001700269,0.035342714,12426700,0.08,-0.36,-0.44,-0.54,-0.34
1234,8/23/2021,AAPL,131.9700012,25,51,-0.075507553,0.007199414,-0.006122838,5.18E-05,0.005779301,360947900,0.08,-0.36,-0.44,-0.54,-0.34
1243,8/30/2021,AAPL,132.6900024,50,25,-0.039220713,0.121891634,-0.040348675,0.01485757,0.113824959,5132300,0.08,-0.36,-0.44,-0.54,-0.34
1252,9/6/2021,AAPL,132.0500031,52,50,-0.076961041,0.028552344,0.015076236,0.000815236,0.02217942,7029800,0.08,-0.36,-0.44,-0.54,-0.34
1261,9/13/2021,AAPL,127.1399994,43,52,-0.037740328,0.046667754,0.01005738,0.002177879,0.041861524,20658300,0.08,-0.36,-0.44,-0.54,-0.34
1270,9/20/2021,AAPL,139.0700073,38,43,0.123613956,0.020272539,-0.013639831,0.000410976,0.019042857,17463300,0.08,-0.36,-0.44,-0.54,-0.34
1279,9/27/2021,AAPL,131.9600067,8,38,-0.025975486,0.02228877,-0.07566837,0.000496789,0.02138676,11980700,0.08,-0.36,-0.44,-0.54,-0.34
1288,10/4/2021,AAPL,136.7599945,18,8,-0.223143551,0.018121827,-0.035196415,0.000328401,0.019934539,22372000,0.08,-0.36,-0.44,-0.54,-0.34
1297,10/11/2021,AAPL,136.7599945,31,18,0.182321557,-0.020987128,0.060793381,0.00044046,0.023191583,41591600,0.18,0.1,0.39,-0.39,-0.03
1306,10/18/2021,AAPL,135.3699951,52,31,-0.031748698,0.012756966,0.041234315,0.00016274,0.006865365,12198600,0.18,0.1,0.39,-0.39,-0.03
1315,10/25/2021,AAPL,129.8699951,48,52,-0.019048195,0.012121366,0.007199414,0.000146928,0.000857349,461863400,0.18,0.1,0.39,-0.39,-0.03
1324,11/1/2021,AAPL,121.2600021,52,48,0.613104473,0.040371475,0.121891634,0.001629856,0.0323048,5081300,0.18,0.1,0.39,-0.39,-0.03
1333,11/8/2021,AAPL,121.2600021,98,52,-0.019048195,-0.070651716,0.028552344,0.004991665,0.077024639,4951900,0.18,0.1,0.39,-0.39,-0.03
1342,11/15/2021,AAPL,121.2600021,36,98,0.595983432,0.006046369,0.046667754,3.66E-05,0.001240138,18877400,0.18,0.1,0.39,-0.39,-0.03
1351,11/22/2021,AAPL,121.4199982,53,36,-0.027398974,0.008463683,0.020272539,7.16E-05,0.007234001,15443200,0.18,0.1,0.39,-0.39,-0.03
1360,11/29/2021,AAPL,121.0299988,13,53,0.306730267,-0.023190758,0.02228877,0.000537811,0.024092769,10699600,0.18,0.1,0.39,-0.39,-0.03
1369,12/6/2021,AAPL,121.0299988,31,13,0,0.002815596,0.018121827,7.93E-06,0.004628307,16658700,0.18,0.1,0.39,-0.39,-0.03
1378,12/13/2021,AAPL,119.9899979,37,31,0.60077386,-0.024257947,-0.020987128,0.000588448,0.026462401,23203300,-0.39,0.41,-0.11,-0.11,0.05
1387,12/20/2021,AAPL,121.2099991,54,37,0.14518201,-0.02517587,0.012756966,0.000633824,0.031067471,8639100,-0.39,0.41,-0.11,-0.11,0.05
1396,12/27/2021,AAPL,123,26,54,0.018692133,-0.009256037,0.012121366,8.57E-05,0.022234753,283760400,-0.39,0.41,-0.11,-0.11,0.05
1,1/7/2019,ADBE,226.1900024,72,26,0,-0.02802589,0.040371475,0.00078545,0.036092565,3915100,-0.39,0.41,-0.11,-0.11,0.05
10,1/14/2019,ADBE,237.5500031,70,72,0.306374205,-0.017985993,-0.070651716,0.000323496,0.024358916,4104800,-0.39,0.41,-0.11,-0.11,0.05
19,1/21/2019,ADBE,247.5099945,38,70,0.223143551,-0.037632532,0.006046369,0.001416207,0.042438762,16200400,-0.39,0.41,-0.11,-0.11,0.05
28,1/28/2019,ADBE,244.9499969,64,38,0.026668247,-0.009054052,0.008463683,8.20E-05,0.010283735,12030400,-0.39,0.41,-0.11,-0.11,0.05
37,2/4/2019,ADBE,247.3800049,8,64,0.495321437,-0.03127756,-0.023190758,0.000978286,0.032179571,9299000,-0.39,0.41,-0.11,-0.11,0.05
46,2/11/2019,ADBE,257,17,8,-0.485507816,-0.021644434,0.002815596,0.000468482,0.019831723,10724200,-0.39,0.41,-0.11,-0.11,0.05
55,2/18/2019,ADBE,257,30,17,0,0.008007811,-0.024257947,6.41E-05,0.005803357,28331500,-2.58,-0.44,1.01,0.04,0.78
64,2/25/2019,ADBE,259.4500122,51,30,-0.032789823,0.004907484,-0.02517587,2.41E-05,0.000984117,7521100,-2.58,-0.44,1.01,0.04,0.78
73,3/4/2019,ADBE,259.4500122,21,51,-0.019418086,-0.01658888,-0.009256037,0.000275191,0.029567595,176274300,-2.58,-0.44,1.01,0.04,0.78
82,3/11/2019,ADBE,258.8999939,56,21,-0.174353387,0.00211001,-0.02802589,4.45E-06,0.005956665,4761700,-2.58,-0.44,1.01,0.04,0.78
91,3/18/2019,ADBE,264.0100098,67,56,0.055059777,-0.001693455,-0.017985993,2.87E-06,0.008066379,4597400,-2.58,-0.44,1.01,0.04,0.78
100,3/25/2019,ADBE,254.7400055,39,67,0.179340929,-0.011162708,-0.037632532,0.000124606,0.015968938,12412400,-2.58,-0.44,1.01,0.04,0.78
109,4/1/2019,ADBE,257.0899963,48,39,0.025975486,0.013958291,-0.009054052,0.000194834,0.012728609,8974800,-2.58,-0.44,1.01,0.04,0.78
118,4/8/2019,ADBE,259.6900024,9,48,0.207639365,-0.011353132,-0.03127756,0.000128894,0.012255143,18274300,-2.58,-0.44,1.01,0.04,0.78
127,4/15/2019,ADBE,266.4899902,17,9,-0.105360516,0.013391797,-0.021644434,0.00017934,0.015204508,9446900,-2.58,-0.44,1.01,0.04,0.78
136,4/22/2019,ADBE,266.4899902,29,17,0,-0.092533232,0.008007811,0.008562399,0.094737687,29690800,-0.59,-0.01,0.86,-0.04,0.51
