,Date,Company,price,GSVI,GSVI t-1,A_GSVI,returns,returns t-1,returns^2,volatilities,volumes,Mkt-RF,SMB,HML,RMW,CMA
466,12/30/2019,BIDU,101.2099991,61,28,-0.068992871,-0.005387365,0.050050606,2.90E-05,0.015915365,3662300,1.44,-0.93,-0.69,0.68,-0.09
475,1/6/2020,BIDU,104.4700012,16,61,0.016529302,0.04233953,0.073330793,0.001792636,0.032874028,12718800,1.44,-0.93,-0.69,0.68,-0.09
484,1/13/2020,BIDU,104.6600037,69,16,-0.628608659,0.090398621,0.051581435,0.008171911,0.085367754,5775300,1.44,-0.93,-0.69,0.68,-0.09
493,1/20/2020,BIDU,103.7399979,69,69,-0.014388737,-0.009588754,0.077537838,9.19E-05,0.013631439,9705100,1.44,-0.93,-0.69,0.68,-0.09
502,1/27/2020,BIDU,103.8700027,65,69,-0.014388737,0.030213287,0.014894108,0.000912843,0.030716864,14668300,1.44,-0.93,-0.69,0.68,-0.09
511,2/3/2020,BIDU,104.6399994,51,65,-0.030305349,0.002510408,0.078577522,6.30E-06,0.002323423,8142800,1.44,-0.93,-0.69,0.68,-0.09
520,2/10/2020,BIDU,124.5599976,55,51,-0.075507553,-0.057373735,0.037584153,0.003291745,0.063955858,3249800,-1.49,0.49,0.19,-0.43,-0.22
529,2/17/2020,BIDU,124.5599976,70,55,-0.018018506,-0.034011616,0.017374016,0.00115679,0.044054513,672706400,-1.49,0.49,0.19,-0.43,-0.22
538,2/24/2020,BIDU,117.0500031,44,70,-0.014184635,-0.033080858,-0.004592627,0.001094343,0.042959309,39341000,-1.49,0.49,0.19,-0.43,-0.22
547,3/2/2020,BIDU,117.9899979,58,44,0.382992252,-0.021791672,-0.005387365,0.000474877,0.032319671,3662300,-1.49,0.49,0.19,-0.43,-0.22
556,3/9/2020,BIDU,117.9899979,40,58,-0.033901552,0.005000773,0.04233953,2.50E-05,0.004464729,12718800,-1.49,0.49,0.19,-0.43,-0.22
565,3/16/2020,BIDU,118.5299988,67,40,0.287682072,-0.021579807,0.090398621,0.000465688,0.026610674,5775300,-1.49,0.49,0.19,-0.43,-0.22
574,3/23/2020,BIDU,115.8499985,69,67,-0.043802623,0.005241587,-0.009588754,2.75E-05,0.001198903,9705100,-1.49,0.49,0.19,-0.43,-0.22
583,3/30/2020,BIDU,115.8499985,62,69,-0.014388737,0.026940696,0.030213287,0.000725801,0.027444273,14668300,-1.49,0.49,0.19,-0.43,-0.22
592,4/6/2020,BIDU,119.1399994,55,62,-0.077558234,0.004519033,0.002510408,2.04E-05,0.000314798,8142800,-1.49,0.49,0.19,-0.43,-0.22
601,4/13/2020,BIDU,119.1399994,31,55,0,-0.081515052,-0.057373735,0.006644704,0.088097175,2428300,-1.88,-0.4,-0.54,-0.04,-0.03
610,4/20/2020,BIDU,127.4899979,69,31,-0.573345981,-0.055217243,-0.034011616,0.003048944,0.06526014,834147600,-1.88,-0.4,-0.54,-0.04,-0.03
619,4/27/2020,BIDU,126.4499969,30,69,-0.028573372,-0.028625706,-0.033080858,0.000819431,0.038504157,60982000,-1.88,-0.4,-0.54,-0.04,-0.03
628,5/4/2020,BIDU,133.8000031,57,30,0,-0.046915091,-0.021791672,0.002201026,0.057443091,4391600,-1.88,-0.4,-0.54,-0.04,-0.03
637,5/11/2020,BIDU,144.5099945,40,57,-0.051293294,-0.084376886,0.005000773,0.007119459,0.093842388,9288100,-1.88,-0.4,-0.54,-0.04,-0.03
646,5/18/2020,BIDU,139.6100006,70,40,0.287682072,-0.077105716,-0.021579807,0.005945291,0.082136583,5674800,-1.88,-0.4,-0.54,-0.04,-0.03
655,5/25/2020,BIDU,130,74,70,0,0.057054212,0.005241587,0.003255183,0.053011527,12953400,-1.88,-0.4,-0.54,-0.04,-0.03
664,6/1/2020,BIDU,123.5599976,61,74,0.055569851,-0.0065922,0.026940696,4.35E-05,0.006088624,17619200,-1.88,-0.4,-0.54,-0.04,-0.03
673,6/8/2020,BIDU,130.9100037,43,61,-0.093818755,-0.046727062,0.004519033,0.002183418,0.051560893,12215600,-1.88,-0.4,-0.54,-0.04,-0.03
682,6/15/2020,BIDU,130.9100037,45,43,-0.170625517,0.101245196,-0.081515052,0.01025059,0.094663072,2001400,1.21,0.75,1.54,0.09,0.78
691,6/22/2020,BIDU,134.5700073,58,45,0,0.086452414,-0.055217243,0.00747402,0.076409518,532904800,1.21,0.75,1.54,0.09,0.78
700,6/29/2020,BIDU,129.8000031,27,58,-0.188052232,0.174609971,-0.028625706,0.030488642,0.164731521,46241200,1.21,0.75,1.54,0.09,0.78
709,7/6/2020,BIDU,129.8000031,57,27,-0.071458964,0.117484611,-0.046915091,0.013802634,0.106956611,3773900,1.21,0.75,1.54,0.09,0.78
718,7/13/2020,BIDU,119.9800034,25,57,-0.051293294,0.033661453,-0.084376886,0.001133093,0.024195951,7104300,1.21,0.75,1.54,0.09,0.78
727,7/20/2020,BIDU,119.9800034,71,25,-0.148420005,0.096529114,-0.077105716,0.00931787,0.091498247,6780500,1.21,0.75,1.54,0.09,0.78
736,7/27/2020,BIDU,113.7399979,71,71,0.014184635,0.051030467,0.057054212,0.002604109,0.046987783,16800000,1.21,0.75,1.54,0.09,0.78
745,8/3/2020,BIDU,100.2900009,57,71,0.014184635,0.079088279,-0.0065922,0.006254956,0.079591855,63328800,1.21,0.75,1.54,0.09,0.78
754,8/10/2020,BIDU,100.2900009,65,57,-0.131336002,0.118935395,-0.046727062,0.014145628,0.114101564,15667000,1.21,0.75,1.54,0.09,0.78
763,8/17/2020,BIDU,88.66000366,35,65,0.242561637,-0.025835625,0.101245196,0.00066748,0.032417748,2001400,0.99,2.48,6.63,-0.65,2.25
772,8/24/2020,BIDU,97.62999725,68,35,-0.205852054,0.004790929,0.086452414,2.30E-05,0.005251967,532904800,0.99,2.48,6.63,-0.65,2.25
781,8/31/2020,BIDU,97.19999695,25,68,-0.028987537,0.031815141,0.174609971,0.001012203,0.02193669,46241200,0.99,2.48,6.63,-0.65,2.25
790,9/7/2020,BIDU,99,49,25,-0.113328685,0.032333941,0.117484611,0.001045484,0.021805942,3773900,0.99,2.48,6.63,-0.65,2.25
799,9/14/2020,BIDU,105,34,49,-0.168622712,-0.027418522,0.033661453,0.000751775,0.036884024,7104300,0.99,2.48,6.63,-0.65,2.25
808,9/21/2020,BIDU,100.9499969,66,34,0.159064695,-0.032956897,0.096529114,0.001086157,0.037987764,6780500,0.99,2.48,6.63,-0.65,2.25
817,9/28/2020,BIDU,100.9499969,64,66,-0.0588405,0.03196868,0.051030467,0.001021996,0.027925995,16800000,0.99,2.48,6.63,-0.65,2.25
826,10/5/2020,BIDU,96.01999664,58,64,-0.075223421,0.007472027,0.079088279,5.58E-05,0.007975604,63328800,0.99,2.48,6.63,-0.65,2.25
835,10/12/2020,BIDU,99.76999664,45,58,-0.066691374,0.020536765,0.118935395,0.000421759,0.015702934,15667000,0.99,2.48,6.63,-0.65,2.25
844,10/19/2020,BIDU,99.76999664,35,45,-0.105360516,-0.030784932,-0.025835625,0.000947712,0.037367055,2386300,1.26,1.2,1.87,0.46,1.03
853,10/26/2020,BIDU,99.86000061,79,35,-0.028170877,-0.016230329,0.004790929,0.000263424,0.026273226,525560400,1.26,1.2,1.87,0.46,1.03
862,11/2/2020,BIDU,103.3199997,28,79,0.12095261,0.052309172,0.031815141,0.002736249,0.042430721,34882900,1.26,1.2,1.87,0.46,1.03
871,11/9/2020,BIDU,103.3199997,55,28,0,0.009487962,0.032333941,9.00E-05,0.001040038,2795900,1.26,1.2,1.87,0.46,1.03
880,11/16/2020,BIDU,106.5500031,37,55,-0.035718083,0.077846069,-0.027418522,0.00606001,0.068380568,10040900,1.26,1.2,1.87,0.46,1.03
889,11/23/2020,BIDU,106.5500031,75,37,0.084557388,0.015379138,-0.032956897,0.000236518,0.010348271,10315000,1.26,1.2,1.87,0.46,1.03
898,11/30/2020,BIDU,114.4000015,73,75,0.068992871,-0.002099742,0.03196868,4.41E-06,0.006142426,12306500,1.26,1.2,1.87,0.46,1.03
907,12/7/2020,BIDU,116.2699966,54,73,0.041964199,-0.06382194,0.007472027,0.00407324,0.063318364,20858300,1.26,1.2,1.87,0.46,1.03
916,12/14/2020,BIDU,116.2699966,52,54,-0.121889818,-0.010252713,0.020536765,0.000105118,0.015086544,9125300,1.26,1.2,1.87,0.46,1.03
925,12/21/2020,BIDU,123.0800018,25,52,0.019418086,0.037465629,-0.030784932,0.001403673,0.030883506,2386300,0.8,1.12,1.63,-0.21,0.45
934,12/28/2020,BIDU,121.8000031,77,25,-0.336472237,-0.006412197,-0.016230329,4.11E-05,0.016455093,525560400,0.8,1.12,1.63,-0.21,0.45
943,1/4/2021,BIDU,123.3000031,32,77,0.09531018,0.074573407,0.052309172,0.005561193,0.064694956,34882900,0.8,1.12,1.63,-0.21,0.45
952,1/11/2021,BIDU,132.3300018,51,32,0.133531393,0.032927636,0.009487962,0.001084229,0.022399636,2795900,0.8,1.12,1.63,-0.21,0.45
961,1/18/2021,BIDU,122.7699966,33,51,-0.111225635,0.072042834,0.077846069,0.00519017,0.062577332,10040900,0.8,1.12,1.63,-0.21,0.45
970,1/25/2021,BIDU,119.0199966,74,33,-0.029852963,0.067943496,0.015379138,0.004616319,0.062912629,10315000,0.8,1.12,1.63,-0.21,0.45
979,2/1/2021,BIDU,119.4000015,74,74,0.055569851,0.022972242,-0.002099742,0.000527724,0.018929558,12306500,0.8,1.12,1.63,-0.21,0.45
988,2/8/2021,BIDU,125,65,74,0.041385216,0.02402756,-0.06382194,0.000577324,0.024531136,20858300,0.8,1.12,1.63,-0.21,0.45
997,2/15/2021,BIDU,125,48,65,0.063513406,0.021054918,-0.010252713,0.00044331,0.016221087,9125300,0.8,1.12,1.63,-0.21,0.45
1006,2/22/2021,BIDU,116.7399979,20,48,-0.060624622,0.038765457,0.037465629,0.001502761,0.032183333,2199200,-0.57,-1.18,-2,0.02,-0.29
1015,3/1/2021,BIDU,122.4499969,76,20,-0.559615788,0.047404653,-0.006412197,0.002247201,0.037361756,497736000,-0.57,-1.18,-2,0.02,-0.29
1024,3/8/2021,BIDU,122.4499969,25,76,0.082238098,0.072101104,0.074573407,0.005198569,0.062222654,36206800,-0.57,-1.18,-2,0.02,-0.29
1033,3/15/2021,BIDU,129,49,25,-0.113328685,0.059031115,0.032927636,0.003484673,0.048503115,3721000,-0.57,-1.18,-2,0.02,-0.29
1042,3/22/2021,BIDU,129,47,49,-0.115512887,0.004498769,0.072042834,2.02E-05,0.004966732,11814000,-0.57,-1.18,-2,0.02,-0.29
1051,3/29/2021,BIDU,122.8700027,59,47,0.239229689,0.01884554,0.067943496,0.000355154,0.013814674,11384000,-0.57,-1.18,-2,0.02,-0.29
1060,4/5/2021,BIDU,120.6200027,67,59,-0.170957798,-0.002628311,0.022972242,6.91E-06,0.006670995,12786300,-0.57,-1.18,-2,0.02,-0.29
1069,4/12/2021,BIDU,120.6200027,69,67,-0.057987258,0.032808396,0.02402756,0.001076391,0.033311973,20571000,-0.57,-1.18,-2,0.02,-0.29
1078,4/19/2021,BIDU,124.6600037,54,69,0.12323264,0.044164505,0.021054918,0.001950504,0.039330674,13287400,-0.57,-1.18,-2,0.02,-0.29
1087,4/26/2021,BIDU,123.7900009,27,54,0.037740328,-0.024402233,0.038765457,0.000595469,0.030984356,2672300,-0.02,-0.09,-1.06,-0.23,-0.44
1096,5/3/2021,BIDU,124.6200027,95,27,-0.138150338,0.001307968,0.047404653,1.71E-06,0.008734929,811826800,-0.02,-0.09,-1.06,-0.23,-0.44
1105,5/10/2021,BIDU,126.4899979,30,95,0.223143551,-0.006096816,0.072101104,3.72E-05,0.015975266,34953800,-0.02,-0.09,-1.06,-0.23,-0.44
1114,5/17/2021,BIDU,130.3699951,49,30,0.068992871,-0.025649722,0.059031115,0.000657908,0.036177722,4501100,-0.02,-0.09,-1.06,-0.23,-0.44
1123,5/24/2021,BIDU,133.9299927,24,49,-0.040005335,0.030635629,0.004498769,0.000938542,0.021170128,6976600,-0.02,-0.09,-1.06,-0.23,-0.44
1132,5/31/2021,BIDU,133.0500031,72,24,-0.348306694,0.006024953,0.01884554,3.63E-05,0.000994086,10663700,-0.02,-0.09,-1.06,-0.23,-0.44
1141,6/7/2021,BIDU,144,68,72,0.013986242,-0.007234727,-0.002628311,5.23E-05,0.011277411,11495000,-0.02,-0.09,-1.06,-0.23,-0.44
1150,6/14/2021,BIDU,144,84,68,-0.043172172,0.112594629,0.032808396,0.01267755,0.113098205,18842000,-0.02,-0.09,-1.06,-0.23,-0.44
1159,6/21/2021,BIDU,145.0800018,53,84,0.319942935,-0.019781842,0.044164505,0.000391321,0.024615673,12523200,-0.02,-0.09,-1.06,-0.23,-0.44
1168,6/28/2021,BIDU,136.1100006,25,53,0.019048195,0.06530457,-0.024402233,0.004264687,0.058722447,2672300,-0.31,0.17,-1.69,-0.01,-0.9
1177,7/5/2021,BIDU,136.1100006,81,25,-0.076961041,0.034130264,0.001307968,0.001164875,0.024087368,811826800,-0.31,0.17,-1.69,-0.01,-0.9
1186,7/12/2021,BIDU,139.4199982,30,81,0.050643733,-0.025346924,-0.006096816,0.000642467,0.035225375,34953800,-0.31,0.17,-1.69,-0.01,-0.9
1195,7/19/2021,BIDU,144.0700073,52,30,0.068992871,0.052944463,-0.025649722,0.002803116,0.042416463,4501100,-0.31,0.17,-1.69,-0.01,-0.9
1204,7/26/2021,BIDU,144.0700073,31,52,0.019418086,0.0657608,0.030635629,0.004324483,0.056295299,6976600,-0.31,0.17,-1.69,-0.01,-0.9
1213,8/2/2021,BIDU,161.2400055,74,31,-0.062520357,0.08666571,0.006024953,0.007510945,0.081634843,10663700,-0.31,0.17,-1.69,-0.01,-0.9
1222,8/9/2021,BIDU,161.2400055,71,74,0.027398974,0.032375232,-0.007234727,0.001048156,0.028332548,11495000,-0.31,0.17,-1.69,-0.01,-0.9
1231,8/16/2021,BIDU,192.6900024,80,71,0,0.17818872,0.112594629,0.03175122,0.178692296,18842000,-0.31,0.17,-1.69,-0.01,-0.9
1240,8/23/2021,BIDU,191.0200043,46,80,0.207639365,0.023871518,-0.019781842,0.000569849,0.019037687,12523200,-0.31,0.17,-1.69,-0.01,-0.9
1249,8/30/2021,BIDU,216.2400055,26,46,-0.122602322,0.017618716,0.06530457,0.000310419,0.011036593,3084200,-0.32,0.25,-0.41,-0.35,-0.12
1258,9/6/2021,BIDU,240.25,60,26,0,0.041068273,0.034130264,0.001686603,0.031025377,779940400,-0.32,0.25,-0.41,-0.35,-0.12
1267,9/13/2021,BIDU,238.8699951,27,60,-0.24946086,-0.008867104,-0.025346924,7.86E-05,0.018745555,41043900,-0.32,0.25,-0.41,-0.35,-0.12
1276,9/20/2021,BIDU,252.75,49,27,-0.036367644,0.012183476,0.052944463,0.000148437,0.001655476,3454100,-0.32,0.25,-0.41,-0.35,-0.12
1285,9/27/2021,BIDU,235.0200043,39,49,0,-0.024471698,0.0657608,0.000598864,0.033937199,9511100,-0.32,0.25,-0.41,-0.35,-0.12
1294,10/4/2021,BIDU,270.1300049,80,39,0.137201122,-0.011906621,0.08666571,0.000141768,0.016937488,8240200,-0.32,0.25,-0.41,-0.35,-0.12
1303,10/11/2021,BIDU,270.1300049,84,80,0.077961541,-0.015064972,0.032375232,0.000226953,0.019107657,8133400,-0.32,0.25,-0.41,-0.35,-0.12
1312,10/18/2021,BIDU,313,66,84,0.168136922,-0.008704536,0.17818872,7.58E-05,0.00820096,23087600,-0.32,0.25,-0.41,-0.35,-0.12
1321,10/25/2021,BIDU,339.9100037,54,66,0,-0.000622747,0.023871518,3.88E-07,0.005456578,11625200,-0.32,0.25,-0.41,-0.35,-0.12
1330,11/1/2021,BIDU,283.4599915,28,54,0.037740328,-0.001016596,0.017618716,1.03E-06,0.007598719,2876700,0.51,-0.86,0.35,1.05,0.39
1339,11/8/2021,BIDU,283.4599915,52,28,0.074107972,0.005440966,0.041068273,2.96E-05,0.004601931,883003200,0.51,-0.86,0.35,1.05,0.39
1348,11/15/2021,BIDU,283.4599915,22,52,-0.392561703,0.011303519,-0.008867104,0.00012777,0.001425069,39667500,0.51,-0.86,0.35,1.05,0.39
1357,11/22/2021,BIDU,261.7200012,46,22,-0.241162057,0.009538509,0.012183476,9.10E-05,0.000989491,2730200,0.51,-0.86,0.35,1.05,0.39
1366,11/29/2021,BIDU,264.25,26,46,-0.063178902,-0.033304169,-0.024471698,0.001109168,0.04276967,10216000,0.51,-0.86,0.35,1.05,0.39
1375,12/6/2021,BIDU,264.25,58,26,-0.238411023,0.013020742,-0.011906621,0.00016954,0.007989875,7821800,0.51,-0.86,0.35,1.05,0.39
1384,12/13/2021,BIDU,257.4700012,77,58,-0.243622083,-0.002041052,-0.015064972,4.17E-06,0.006083736,9041000,0.51,-0.86,0.35,1.05,0.39
1393,12/20/2021,BIDU,208.6100006,52,77,0.053345981,0.12401077,-0.008704536,0.015378671,0.124514346,13449000,0.51,-0.86,0.35,1.05,0.39
1402,12/27/2021,BIDU,219.6999969,34,52,-0.238411023,0.022314372,-0.000622747,0.000497931,0.017480541,10904600,0.51,-0.86,0.35,1.05,0.39
8,1/7/2019,BIIB,318.3299866,26,34,-0.424883194,0.029414725,-0.001016596,0.000865226,0.022832602,1632700,-1.29,0.19,0.94,-0.77,0.37
17,1/14/2019,BIIB,333.2099915,52,26,0,-0.004834937,0.005440966,2.34E-05,0.014877834,495648000,-1.29,0.19,0.94,-0.77,0.37
26,1/21/2019,BIIB,337.4200134,25,52,-0.379489622,0.101924663,0.011303519,0.010388637,0.092046213,22004800,-1.29,0.19,0.94,-0.77,0.37
35,1/28/2019,BIIB,336.769989,50,25,-0.076961041,0.042195588,0.009538509,0.001780468,0.031667588,2257400,-1.29,0.19,0.94,-0.77,0.37
44,2/4/2019,BIIB,330.9100037,19,50,0.020202707,0.006860581,-0.033304169,4.71E-05,0.00260492,5882000,-1.29,0.19,0.94,-0.77,0.37
53,2/11/2019,BIIB,315.1199951,63,19,-0.489548225,0.046426257,0.013020742,0.002155397,0.04139539,4966500,-1.29,0.19,0.94,-0.77,0.37
62,2/18/2019,BIIB,315.1199951,91,63,-0.133531393,-0.029663767,-0.002041052,0.000879939,0.033706451,5279100,-1.29,0.19,0.94,-0.77,0.37
71,2/25/2019,BIIB,332.8699951,51,91,0.206794413,0.10529112,0.12401077,0.01108622,0.105794697,9437100,-1.29,0.19,0.94,-0.77,0.37
80,3/4/2019,BIIB,332.8699951,52,51,-0.257829109,0.059202162,0.022314372,0.003504896,0.054368331,7018100,-1.29,0.19,0.94,-0.77,0.37
89,3/11/2019,BIIB,325.3299866,33,52,0,-0.028096158,0.029414725,0.000789394,0.034678282,1803800,-0.57,0.61,0.99,-0.21,0.38
98,3/18/2019,BIIB,334.1000061,63,33,0.238411023,-0.037891825,-0.004834937,0.00143579,0.047934722,564072000,-0.57,0.61,0.99,-0.21,0.38
107,3/25/2019,BIIB,307.9299927,34,63,0,0.076332986,0.101924663,0.005826725,0.066454535,28955700,-0.57,0.61,0.99,-0.21,0.38
116,4/1/2019,BIIB,329.8699951,53,34,0.230523659,0.036211804,0.042195588,0.001311295,0.025683804,3074500,-0.57,0.61,0.99,-0.21,0.38
125,4/8/2019,BIIB,216.7100067,36,53,0.078471615,-0.054768178,0.006860581,0.002999553,0.06423368,7423400,-0.57,0.61,0.99,-0.21,0.38
134,4/15/2019,BIIB,236.3800049,82,36,0.149531734,-0.036097866,0.046426257,0.001303056,0.041128733,5783400,-0.57,0.61,0.99,-0.21,0.38
143,4/22/2019,BIIB,236.3800049,86,82,0.130053128,-0.059806531,-0.029663767,0.003576821,0.063849215,6336100,-0.57,0.61,0.99,-0.21,0.38
152,4/29/2019,BIIB,241.7200012,57,86,0.110541874,-0.005760597,0.10529112,3.32E-05,0.005257021,17754700,-0.57,0.61,0.99,-0.21,0.38
161,5/6/2019,BIIB,234.5,51,57,-0.146603474,0.006423085,0.059202162,4.13E-05,0.001589254,8622400,-0.57,0.61,0.99,-0.21,0.38
170,5/13/2019,BIIB,226.3899994,26,51,-0.019418086,0.027855922,-0.028096158,0.000775952,0.021273799,2292400,0.01,0.03,-0.02,-0.04,-0.06
179,5/20/2019,BIIB,230.5299988,68,26,0,0.089688619,-0.037891825,0.008044048,0.079645723,718600800,0.01,0.03,-0.02,-0.04,-0.06
188,5/27/2019,BIIB,231.1799927,36,68,0.076372979,0.0304602,0.076332986,0.000927824,0.020581749,26222000,0.01,0.03,-0.02,-0.04,-0.06
197,6/3/2019,BIIB,226.2299957,53,36,0.182321557,0.076522139,0.036211804,0.005855638,0.065994139,6893600,0.01,0.03,-0.02,-0.04,-0.06
206,6/10/2019,BIIB,226.2299957,33,53,0.058268908,0.054640776,-0.054768178,0.002985614,0.045175274,11267000,0.01,0.03,-0.02,-0.04,-0.06
215,6/17/2019,BIIB,229.2799988,87,33,0.062520357,-0.030742271,-0.036097866,0.000945087,0.035773138,7733800,0.01,0.03,-0.02,-0.04,-0.06
224,6/24/2019,BIIB,229.2799988,88,87,0.161843025,0.005323446,-0.059806531,2.83E-05,0.001280762,8026700,0.01,0.03,-0.02,-0.04,-0.06
233,7/1/2019,BIIB,227.0599976,54,88,0.046520016,0.056481407,-0.005760597,0.003190149,0.056984984,15040300,0.01,0.03,-0.02,-0.04,-0.06
242,7/8/2019,BIIB,219.2899933,53,54,-0.054067221,-0.013851421,0.006423085,0.000191862,0.018685252,31645600,0.01,0.03,-0.02,-0.04,-0.06
251,7/15/2019,BIIB,227.2299957,27,53,0.019048195,-0.05543717,0.027855922,0.00307328,0.062019293,1954500,0.25,-0.45,-0.58,0.39,0.7
260,7/22/2019,BIIB,227.6699982,64,27,0.037740328,-0.052478559,0.089688619,0.002753999,0.062521455,665196000,0.25,-0.45,-0.58,0.39,0.7
269,7/29/2019,BIIB,239.0899963,64,64,0.015748357,-0.095140924,0.0304602,0.009051795,0.105019375,32271500,0.25,-0.45,-0.58,0.39,0.7
278,8/5/2019,BIIB,233.8699951,53,64,0.757685702,-0.063975635,0.076522139,0.004092882,0.074503635,5126100,0.25,-0.45,-0.58,0.39,0.7
287,8/12/2019,BIIB,234.25,24,53,0.019048195,-0.01851822,0.054640776,0.000342924,0.027983721,9606200,0.25,-0.45,-0.58,0.39,0.7
296,8/19/2019,BIIB,231.4199982,84,24,-0.255933374,-0.075443396,-0.030742271,0.005691706,0.080474263,4737200,0.25,-0.45,-0.58,0.39,0.7
305,8/26/2019,BIIB,231.2700043,76,84,0.048790164,0.019199608,0.005323446,0.000368625,0.015156924,5544600,0.25,-0.45,-0.58,0.39,0.7
314,9/2/2019,BIIB,238.2100067,57,76,-0.100083459,-0.072730223,0.056481407,0.005289685,0.072226647,14952300,0.25,-0.45,-0.58,0.39,0.7
323,9/9/2019,BIIB,242.2700043,60,57,0,-0.054485099,-0.013851421,0.002968626,0.05931893,20789200,0.25,-0.45,-0.58,0.39,0.7
332,9/16/2019,BIIB,235.8000031,65,60,0.143100844,0.068460372,-0.05543717,0.004686823,0.061878249,1873000,1.72,0.74,-0.81,-0.24,-0.93
341,9/23/2019,BIIB,235.8000031,65,65,0.878550404,0.035728627,-0.052478559,0.001276535,0.025685731,847635600,1.72,0.74,-0.81,-0.24,-0.93
350,9/30/2019,BIIB,231.6799927,50,65,0.031252544,0.040838532,-0.095140924,0.001667786,0.030960081,27807400,1.72,0.74,-0.81,-0.24,-0.93
359,10/7/2019,BIIB,231.6799927,51,50,0.385662481,0.034318988,-0.063975635,0.001177793,0.023790988,4994300,1.72,0.74,-0.81,-0.24,-0.93
368,10/14/2019,BIIB,225.8500061,37,51,0,0.053367886,-0.01851822,0.002848131,0.043902384,13160800,1.72,0.74,-0.81,-0.24,-0.93
377,10/21/2019,BIIB,219.75,87,37,0.114410351,0.09755881,-0.075443396,0.009517721,0.092527943,3715000,1.72,0.74,-0.81,-0.24,-0.93
386,10/28/2019,BIIB,224.5700073,74,87,0.059188871,0.012996595,0.019199608,0.000168911,0.008953911,20556900,1.72,0.74,-0.81,-0.24,-0.93
395,11/4/2019,BIIB,236.6300049,60,74,-0.126751706,0.139232708,-0.072730223,0.019385747,0.139736284,15910100,1.72,0.74,-0.81,-0.24,-0.93
404,11/11/2019,BIIB,238.7899933,53,60,0.051293294,0.009659251,-0.054485099,9.33E-05,0.00482542,18772800,1.72,0.74,-0.81,-0.24,-0.93
413,11/18/2019,BIIB,230.2200012,42,53,0,0.06162238,0.068460372,0.003797318,0.055040257,2162300,0.97,1.57,0.44,-0.84,0.45
422,11/25/2019,BIIB,224,76,42,0.405465108,-0.01021579,0.035728627,0.000104362,0.020258687,1003474000,0.97,1.57,0.44,-0.84,0.45
431,12/2/2019,BIIB,223.2100067,42,76,0.171850257,0.147361423,0.040838532,0.021715389,0.137482972,29823600,0.97,1.57,0.44,-0.84,0.45
440,12/9/2019,BIIB,220.0599976,51,42,0.15415068,0.078559657,0.034318988,0.00617162,0.068031658,3261700,0.97,1.57,0.44,-0.84,0.45
449,12/16/2019,BIIB,288.0400085,24,51,0,0.03692268,0.053367886,0.001363284,0.027457178,11194900,0.97,1.57,0.44,-0.84,0.45
458,12/23/2019,BIIB,299.2000122,79,24,-0.080042708,-0.002356697,0.09755881,5.55E-06,0.007387564,5314500,0.97,1.57,0.44,-0.84,0.45
467,12/30/2019,BIIB,293.25,76,79,-0.037271395,-0.001495618,0.012996595,2.24E-06,0.005538302,12989200,0.97,1.57,0.44,-0.84,0.45
476,1/6/2020,BIIB,293.25,57,76,-0.013072082,0.147299848,0.139232708,0.021697245,0.147803424,12433100,0.97,1.57,0.44,-0.84,0.45
485,1/13/2020,BIIB,282.269989,54,57,0,0.077702731,0.009659251,0.006037714,0.0728689,13903200,0.97,1.57,0.44,-0.84,0.45
494,1/20/2020,BIIB,282.269989,27,54,0.018692133,-0.020602281,0.06162238,0.000424454,0.027184404,2162300,0.02,0.03,0.03,-0.01,0.01
503,1/27/2020,BIIB,299.0799866,82,27,0,-0.041477822,-0.01021579,0.00172041,0.051520718,1003474000,0.02,0.03,0.03,-0.01,0.01
512,2/3/2020,BIIB,299.8099976,42,82,0.232331977,0.023375066,0.147361423,0.000546394,0.013496616,29823600,0.02,0.03,0.03,-0.01,0.01
521,2/10/2020,BIIB,300.2600098,52,42,0,-0.006021481,0.078559657,3.63E-05,0.01654948,3261700,0.02,0.03,0.03,-0.01,0.01
530,2/17/2020,BIIB,296.8299866,24,52,0,0.021276576,0.03692268,0.000452693,0.011811074,11194900,0.02,0.03,0.03,-0.01,0.01
539,2/24/2020,BIIB,301.0499878,76,24,0,0.000851637,-0.002356697,7.25E-07,0.00417923,5314500,0.02,0.03,0.03,-0.01,0.01
548,3/2/2020,BIIB,300.0899963,82,76,-0.075985907,0.013439751,-0.001495618,0.000180627,0.009397067,12989200,0.02,0.03,0.03,-0.01,0.01
557,3/9/2020,BIIB,290.8500061,57,82,0,0.082477697,0.147299848,0.00680257,0.082981273,12433100,0.02,0.03,0.03,-0.01,0.01
566,3/16/2020,BIIB,296.5100098,72,57,0,0.018609227,0.077702731,0.000346303,0.013775396,13903200,0.02,0.03,0.03,-0.01,0.01
575,3/23/2020,BIIB,285.5,25,72,0.306374205,-0.1479689,-0.020602281,0.021894795,0.154551023,1473000,-0.94,0.57,3.38,0.62,1.43
584,3/30/2020,BIIB,278.1400146,86,25,-0.076961041,-0.068596894,-0.041477822,0.004705534,0.078639791,941551200,-0.94,0.57,3.38,0.62,1.43
593,4/6/2020,BIIB,268.8500061,47,86,0.234839591,-0.01068806,0.023375066,0.000114235,0.020566511,55272000,-0.94,0.57,3.38,0.62,1.43
602,4/13/2020,BIIB,338.7000122,53,47,0.112477983,-0.047034466,-0.006021481,0.002212241,0.057562466,2754900,-0.94,0.57,3.38,0.62,1.43
