Date,Company,GSVI,GSVI_lag1,AGSVI,R,R_lag1,Volatility,Volume_lag1,Volume,Mkt_RF,SMB,HML,RMW,CMA
04-05-2020,PCAR,11,59,0.185717146,0.075118749,-0.075922467,0.005764221,11191500,2729700,1.44,0.13,-0.58,-0.16,-0.48
04-05-2020,PEP,34,68,0.09237332,-0.011372792,0.024275185,0.000589285,25142300,28654600,1.11,-0.05,0.11,0.42,0.09
04-05-2020,PYPL,28,38,0.341749294,-0.067497073,0.060715872,0.003686417,1044700,29646000,0.02,0.03,0.05,-0.05,0.02
04-05-2020,QCOM,79,84,-0.080042708,-0.108091086,0.008934816,7.98309E-05,7198400,20254300,0.69,0.37,-1.21,0.07,-0.25
04-05-2020,REGN,57,16,0,0.029734714,0.092725894,0.008598091,2791600,27216700,-0.57,-1.18,-2,0.02,-0.29
04-05-2020,ROST,43,16,-0.318453731,-0.058015581,0.02906715,0.000844899,9981900,999200,0.27,0.52,1.68,0.7,1.35
04-05-2020,SBUX,67,45,0.117783036,-0.037066651,-0.112726658,0.012707299,40563800,3168200,-1.34,0.31,2.58,0.3,1.46
04-05-2020,SGEN,35,20,0.693147181,-0.036796183,0.000271397,7.36563E-08,6024600,157491000,-0.49,-0.34,0.34,0.24,0.04
04-05-2020,SIRI,22,34,-0.028987537,0.055722765,0.003819355,1.45875E-05,116122700,10238700,0.2,-0.52,-0.35,-0.13,-0.08
04-05-2020,SNPS,34,10,0,0.017872942,-0.009351825,8.74566E-05,4807500,248298500,-0.85,-0.11,0.62,-0.07,0.22
04-05-2020,SPLK,16,62,0.016260521,0.011568058,0.058824668,0.003460342,78310400,16286800,-1.55,0.44,-1.14,-1.49,-0.8
04-05-2020,SWKS,52,53,0,-0.056600437,0.076699736,0.00588285,3818200,374831000,-0.11,-0.87,-1.74,-0.34,-0.35
04-05-2020,TEAM,28,52,0.080042708,0.059199485,-0.072810112,0.005301312,93330400,6865400,0.01,0.03,-0.02,-0.04,-0.06
04-05-2020,TMUS,40,24,-0.287682072,-0.042758494,0.073559337,0.005410976,3593200,305424100,-0.03,0.03,-0.02,0.02,0.04
04-05-2020,TSLA,18,38,0.082238098,0.028191619,-0.002053592,4.21724E-06,72954700,8209100,0.35,-0.41,-0.41,0.6,-0.44
04-05-2020,TXN,52,42,-0.133531393,0.021651045,-0.015465257,0.000239174,6963000,2221700,1.44,0.13,-0.58,-0.16,-0.48
04-05-2020,VRSK,28,27,0.16034265,-0.026075151,0.010654627,0.000113521,4183000,4829200,1.11,-0.05,0.11,0.42,0.09
04-05-2020,VRSN,67,51,0.218253566,0.027294532,0.005260676,2.76747E-05,68403300,7083400,0.02,0.03,0.05,-0.05,0.02
04-05-2020,VRTX,38,53,0.120144312,-0.029914419,0.002843014,8.08273E-06,26558400,13311400,0.69,0.37,-1.21,0.07,-0.25
04-05-2020,WBA,29,39,0,-0.012947317,-0.030504101,0.0009305,2564600,3623300,-0.57,-1.18,-2,0.02,-0.29
04-05-2020,WDAY,19,22,0,0.026574087,0.00150769,2.27313E-06,10801000,69391500,0.27,0.52,1.68,0.7,1.35
04-05-2020,XEL,49,48,0.021053409,0.011297742,-0.013194659,0.000174099,5972200,16645600,-1.34,0.31,2.58,0.3,1.46
11-05-2020,AAPL,4,24,-0.459532329,0.019331947,-0.004469975,1.99807E-05,14026800,13371800,0.13,-0.18,-0.48,-0.57,-0.36
11-05-2020,ADBE,59,42,0.303682414,0.031173755,-0.015758408,0.000248327,37172800,10340700,0.68,-0.47,-0.21,0.07,-0.02
11-05-2020,ADI,50,47,0,0.006782559,0.015645869,0.000244793,5951200,5029000,0.57,0.11,-0.48,0.16,-0.28
11-05-2020,ADP,9,26,-0.455475529,-0.109263161,-0.003092312,9.56239E-06,14991700,15549200,-3.31,0.29,0.27,-0.3,0.27
11-05-2020,ADSK,78,55,0.24613307,0.036860251,-0.002549909,6.50204E-06,40831500,17860100,1.54,1.15,1.25,0.9,0.54
11-05-2020,AEP,36,44,0,-0.012256394,0.042314825,0.001790544,5788100,8018100,-1.88,-0.4,-0.54,-0.04,-0.03
11-05-2020,ALGN,6,28,-0.133531393,-0.029655507,-0.023545571,0.000554394,13786200,14152100,-0.94,0.57,3.38,0.62,1.43
11-05-2020,AMAT,66,46,0.332133835,0.02287077,0.024572197,0.000603793,22343300,8123400,0.1,-1.01,-1.55,-0.1,-0.6
11-05-2020,AMD,22,45,0.022472856,0.067265833,-0.021763256,0.000473639,2513900,5157900,0.53,0.26,-0.39,-0.48,-0.65
11-05-2020,AMGN,67,87,0.071458964,-0.030859534,-0.017140054,0.000293781,11787900,13189400,0.13,-0.18,-0.48,-0.57,-0.36
11-05-2020,AMZN,64,15,0,0.031383889,-0.00433578,1.8799E-05,1755100,745662000,0.68,-0.47,-0.21,0.07,-0.02
11-05-2020,ANSS,22,54,0,0.072349274,-0.026358392,0.000694765,3039700,4552200,0.57,0.11,-0.48,0.16,-0.28
11-05-2020,ASML,72,91,0.011049836,-0.078669738,-0.036089736,0.001302469,9644300,20020900,-3.31,0.29,0.27,-0.3,0.27
11-05-2020,ATVI,57,24,0.182321557,0.029204797,0.011118345,0.000123618,2334900,476635200,1.54,1.15,1.25,0.9,0.54
11-05-2020,BIDU,40,57,-0.051293294,-0.084376886,0.005000773,2.50077E-05,4391600,9288100,-1.88,-0.4,-0.54,-0.04,-0.03
11-05-2020,BIIB,62,88,0.070617567,-0.181609898,0.082477697,0.006802571,12185300,24984900,-0.94,0.57,3.38,0.62,1.43
11-05-2020,BKNG,77,19,0,0.050180857,0.020109141,0.000404378,1670100,389493400,0.1,-1.01,-1.55,-0.1,-0.6
11-05-2020,CDNS,31,61,0,0.079308088,0.032322121,0.00104472,2985000,5324800,0.53,0.26,-0.39,-0.48,-0.65
11-05-2020,CDW,67,44,-0.044451763,-0.003459972,-0.016171386,0.000261514,149386600,14759800,0.13,-0.18,-0.48,-0.57,-0.36
11-05-2020,CERN,49,76,0,0.024824451,0.021950913,0.000481843,13640800,3018800,0.68,-0.47,-0.21,0.07,-0.02
11-05-2020,CHKP,58,30,0.182321557,0.034479944,0.008436485,7.11743E-05,5516900,3386100,0.57,0.11,-0.48,0.16,-0.28
11-05-2020,CHTR,52,52,0.583947889,-0.140054409,0.024114925,0.00058153,99610700,13041700,-3.31,0.29,0.27,-0.3,0.27
11-05-2020,CMCSA,46,64,0.031748698,0.076455686,-0.075088484,0.00563828,13762700,8242000,1.54,1.15,1.25,0.9,0.54
11-05-2020,COST,58,34,0.159064695,-0.059069459,-0.049789727,0.002479017,4988600,4265900,-1.88,-0.4,-0.54,-0.04,-0.03
11-05-2020,CPRT,45,20,-0.182321557,-0.002175042,-0.044097446,0.001944585,129877700,19353700,-0.94,0.57,3.38,0.62,1.43
11-05-2020,CSCO,36,58,0,0.029371669,0.035494797,0.001259881,5992500,3865300,0.1,-1.01,-1.55,-0.1,-0.6
11-05-2020,CSX,73,24,0,-0.034999072,0.021379866,0.000457099,6679200,7184800,0.53,0.26,-0.39,-0.48,-0.65
11-05-2020,CTAS,37,67,-0.029413885,-0.039874183,-0.003741405,1.39981E-05,11044300,46848800,-0.49,-0.34,0.34,0.24,0.04
11-05-2020,CTSH,10,62,0.413562318,-0.01938736,-0.11120316,0.012366143,11847400,69391800,0.2,-0.52,-0.35,-0.13,-0.08
11-05-2020,DLTR,22,69,0.014598799,-0.018755873,0.011325193,0.00012826,15605300,32297500,-0.85,-0.11,0.62,-0.07,0.22
11-05-2020,DXCM,59,31,-0.149531734,0.016589387,-0.019405825,0.000376586,6819200,30384300,-1.55,0.44,-1.14,-1.49,-0.8
11-05-2020,EA,26,59,-0.03333642,-0.032396795,-0.070085549,0.004911984,10889600,50937200,-0.11,-0.87,-1.74,-0.34,-0.35
11-05-2020,EBAY,26,35,0,-0.063867928,-0.0255747,0.000654065,8338800,57209100,0.01,0.03,-0.02,-0.04,-0.06
11-05-2020,EXC,20,49,-0.040005335,0.069014806,-0.002296956,5.27601E-06,25051000,70400400,-0.03,0.03,-0.02,0.02,0.04
11-05-2020,FAST,13,35,-0.028170877,0.036221216,0.043374551,0.001881352,16194300,57804300,0.35,-0.41,-0.41,0.6,-0.44
11-05-2020,FB,46,77,0.013072082,0.005584377,0.024702624,0.00061022,70283000,35553318,0.48,0.24,0.21,-0.05,0.07
11-05-2020,FISV,33,52,0.144581229,-0.010731146,0.008037544,6.46021E-05,125835300,22916900,1.11,-0.05,0.11,0.42,0.09
11-05-2020,GILD,30,18,0.057158414,0.002695665,-0.032031475,0.001026015,14914600,28373300,0.02,0.03,0.05,-0.05,0.02
11-05-2020,GOOG,84,27,-0.259511195,-0.011575613,-0.009165049,8.39981E-05,1526500,83573500,0.69,0.37,-1.21,0.07,-0.25
11-05-2020,IDXX,42,30,-0.032789823,0.006780226,0.029627143,0.000877768,47552475,96018900,-0.57,-1.18,-2,0.02,-0.29
11-05-2020,ILMN,18,60,0.538996501,-0.020777138,-0.047949332,0.002299138,13873200,32774900,0.27,0.52,1.68,0.7,1.35
11-05-2020,INCY,22,25,0.510825624,-0.011216815,-0.085444982,0.007300845,46862900,2660100,-1.34,0.31,2.58,0.3,1.46
11-05-2020,INTC,46,16,-0.362905494,-0.013877803,-0.010380017,0.000107745,32245100,11462900,0.13,-0.18,-0.48,-0.57,-0.36
11-05-2020,INTU,21,30,-0.09531018,0.004377347,0.008601749,7.39901E-05,6291300,129661400,0.68,-0.47,-0.21,0.07,-0.02
11-05-2020,ISRG,8,53,-0.018692133,0.010534812,0.040273884,0.001621986,8587200,68568700,0.57,0.11,-0.48,0.16,-0.28
11-05-2020,JD,50,22,0,-0.076631536,-0.068614014,0.004707883,34479400,6944700,-3.31,0.29,0.27,-0.3,0.27
11-05-2020,KDP,100,35,0.0588405,0.02795348,-0.036206123,0.001310883,5459600,96561400,1.54,1.15,1.25,0.9,0.54
11-05-2020,KHC,6,55,-0.018018506,0.002210492,-0.002210492,4.88627E-06,10092000,62690400,-1.88,-0.4,-0.54,-0.04,-0.03
11-05-2020,KLAC,50,18,-0.36772478,-0.053581744,0.020683349,0.000427801,40435700,9858700,-0.94,0.57,3.38,0.62,1.43
11-05-2020,LRCX,16,29,0,0.01508857,0.004301883,1.85062E-05,3951400,231473300,0.1,-1.01,-1.55,-0.1,-0.6
11-05-2020,LULU,7,54,-0.036367644,-0.059391495,0.020062702,0.000402512,9876600,41134000,0.53,0.26,-0.39,-0.48,-0.65
11-05-2020,MAR,56,20,0,-0.018113808,0.013959936,0.00019488,100507700,96472600,-0.49,-0.34,0.34,0.24,0.04
11-05-2020,MCHP,49,31,-0.229574442,0.015273527,0.04012612,0.001610106,57440200,8014200,0.2,-0.52,-0.35,-0.13,-0.08
11-05-2020,MDLZ,39,20,-0.336472237,0.002441166,0.01189507,0.000141493,108002900,129776500,-0.85,-0.11,0.62,-0.07,0.22
11-05-2020,MELI,55,19,-0.274436846,0.015258044,0.16090258,0.02588964,25941300,4972400,-1.55,0.44,-1.14,-1.49,-0.8
11-05-2020,MNST,50,59,0.052185753,-0.066185372,0.071942851,0.005175774,128554600,238965600,-0.11,-0.87,-1.74,-0.34,-0.35
11-05-2020,MRVL,65,32,0,-0.067526116,-0.006211936,3.85881E-05,41002700,13630500,0.01,0.03,-0.02,-0.04,-0.06
11-05-2020,MSFT,51,25,-0.246860078,0.00443584,0.018228229,0.000332268,94674600,125116000,-0.03,0.03,-0.02,0.02,0.04
11-05-2020,MTCH,61,23,-0.298492989,0.056491625,0.015619482,0.000243968,90755300,14074000,0.35,-0.41,-0.41,0.6,-0.44
11-05-2020,MU,37,60,0.051293294,-0.09712833,0.0264963,0.000702054,3661200,6715000,-0.49,-0.34,0.34,0.24,0.04
11-05-2020,NFLX,19,52,1.386294361,0.063566112,-0.169358368,0.028682257,18155500,29020000,0.2,-0.52,-0.35,-0.13,-0.08
11-05-2020,NTES,41,55,-0.336472237,-0.092532422,0.016391904,0.000268695,2088200,13071200,-0.85,-0.11,0.62,-0.07,0.22
11-05-2020,NVDA,28,32,0.575364145,0.004788025,0.131830528,0.017379288,13874000,26898400,-1.55,0.44,-1.14,-1.49,-0.8
11-05-2020,NXPI,32,100,0.186329578,-0.022070768,-0.00196942,3.87862E-06,3192800,7703300,-0.11,-0.87,-1.74,-0.34,-0.35
11-05-2020,OKTA,30,9,0,0.126566603,-0.024634782,0.000606872,13055500,44344000,0.01,0.03,-0.02,-0.04,-0.06
11-05-2020,ORLY,28,83,0.101352494,-0.041676531,-0.068914924,0.004749267,2429900,10964800,-0.03,0.03,-0.02,0.02,0.04
11-05-2020,PAYX,29,7,0,0.056454395,-0.006931302,4.80429E-05,11179900,21440900,0.35,-0.41,-0.41,0.6,-0.44
11-05-2020,PCAR,68,11,0,0.005346481,0.051329878,0.002634756,2729700,28152000,0.48,0.24,0.21,-0.05,0.07
11-05-2020,PEP,26,34,0.3074847,-0.012311466,0.002343824,5.49351E-06,28654600,1561700,1.11,-0.05,0.11,0.42,0.09
11-05-2020,PYPL,59,28,0.196710294,-0.111326245,0.011807002,0.000139405,29646000,2778100,0.02,0.03,0.05,-0.05,0.02
11-05-2020,QCOM,17,79,-0.025001302,-0.025754075,0.116930004,0.013672626,20254300,5061400,0.69,0.37,-1.21,0.07,-0.25
11-05-2020,REGN,20,57,0,0.008607386,0.008193976,6.71412E-05,27216700,19309600,-0.57,-1.18,-2,0.02,-0.29
11-05-2020,ROST,26,43,0.295464213,-0.006867888,0.024579222,0.000604138,999200,17027700,0.27,0.52,1.68,0.7,1.35
11-05-2020,SBUX,42,67,-0.043802623,-0.029413827,-0.043163311,0.001863071,3168200,17462700,-1.34,0.31,2.58,0.3,1.46
11-05-2020,SGEN,20,35,-0.158224005,-0.017957212,-0.005138475,2.64039E-05,157491000,34479300,-0.49,-0.34,0.34,0.24,0.04
11-05-2020,SIRI,37,22,0,0.018575471,0.009601412,9.21871E-05,10238700,11530600,0.2,-0.52,-0.35,-0.13,-0.08
11-05-2020,SNPS,15,34,-0.187211542,0.017809059,0.026980786,0.000727963,248298500,20495400,-0.85,-0.11,0.62,-0.07,0.22
11-05-2020,SPLK,57,16,-0.405465108,-0.049445124,0.093144542,0.008675906,16286800,4539200,-1.55,0.44,-1.14,-1.49,-0.8
11-05-2020,SWKS,21,52,0.080042708,-0.021271433,0.02226858,0.00049589,374831000,21863200,-0.11,-0.87,-1.74,-0.34,-0.35
11-05-2020,TEAM,28,28,-0.47445798,0.005456596,0.027255212,0.000742847,6865400,14476100,0.01,0.03,-0.02,-0.04,-0.06
11-05-2020,TMUS,23,40,-0.09531018,0.001316171,0.025666445,0.000658766,305424100,23242200,-0.03,0.03,-0.02,0.02,0.04
11-05-2020,TSLA,22,18,0.057158414,0.014858764,0.089328149,0.007979518,8209100,7525100,0.35,-0.41,-0.41,0.6,-0.44
11-05-2020,TXN,25,52,0.080042708,0.003575371,0.019022666,0.000361862,2221700,3075300,0.48,0.24,0.21,-0.05,0.07
11-05-2020,VRSK,31,28,-0.164303051,-0.023247537,-0.044744587,0.002002078,4829200,43751600,1.11,-0.05,0.11,0.42,0.09
11-05-2020,VRSN,25,67,0.161641352,0.027163212,0.042659438,0.001819828,7083400,21268100,0.02,0.03,0.05,-0.05,0.02
11-05-2020,VRTX,38,38,0.082238098,-0.007923715,0.00532447,2.835E-05,13311400,4354100,0.69,0.37,-1.21,0.07,-0.25
11-05-2020,WBA,29,29,-0.43936666,0.007076488,0.052057371,0.00270997,3623300,6508000,-0.57,-1.18,-2,0.02,-0.29
11-05-2020,WDAY,50,19,-0.100083459,-0.042552545,-0.031090599,0.000966625,69391500,22214600,0.27,0.52,1.68,0.7,1.35
11-05-2020,XEL,13,49,0.178248231,0.030110877,0.045937078,0.002110215,16645600,8773800,-1.34,0.31,2.58,0.3,1.46
18-05-2020,AAPL,16,4,-0.223143551,0.026600357,-0.022911998,0.00052496,13371800,6262000,0.13,-0.18,-0.48,-0.57,-0.36
18-05-2020,ADBE,21,59,0,0.036532239,0.042717119,0.001824752,10340700,263516900,0.68,-0.47,-0.21,0.07,-0.02
18-05-2020,ADI,46,50,0.544727175,0.016950552,0.00217114,4.71385E-06,5029000,11674800,0.57,0.11,-0.48,0.16,-0.28
18-05-2020,ADP,13,9,0.117783036,-0.087856737,0.01107951,0.000122756,15549200,9971900,-3.31,0.29,0.27,-0.3,0.27
18-05-2020,ADSK,17,78,-0.050010421,0.043739922,-0.079213275,0.006274743,17860100,329593600,1.54,1.15,1.25,0.9,0.54
18-05-2020,AEP,36,36,-0.130053128,-0.053934602,-0.021093541,0.000444937,8018100,31896700,-1.88,-0.4,-0.54,-0.04,-0.03
18-05-2020,ALGN,12,6,-0.15415068,-0.019847181,0.001150319,1.32323E-06,14152100,6630900,-0.94,0.57,3.38,0.62,1.43
18-05-2020,AMAT,11,66,0.062520357,0.100795035,0.011393806,0.000129819,8123400,201787000,0.1,-1.01,-1.55,-0.1,-0.6
18-05-2020,AMD,30,22,0.046520016,0.010995935,-0.021787268,0.000474685,5157900,15970100,0.53,0.26,-0.39,-0.48,-0.65
18-05-2020,AMGN,70,67,0,0.023607336,0.001606481,2.58078E-06,13189400,13603900,0.13,-0.18,-0.48,-0.57,-0.36
18-05-2020,AMZN,19,64,0,-0.020925509,0.044391055,0.001970566,745662000,63296500,0.68,-0.47,-0.21,0.07,-0.02
18-05-2020,ANSS,71,22,-0.087011377,0.031849657,0.041168433,0.00169484,4552200,11713400,0.57,0.11,-0.48,0.16,-0.28
18-05-2020,ASML,90,72,0.0719735,-0.118424727,0.042517119,0.001807705,20020900,8093800,-3.31,0.29,0.27,-0.3,0.27
18-05-2020,ATVI,26,57,-0.146603474,0.04390048,-0.043080485,0.001855928,476635200,35905100,1.54,1.15,1.25,0.9,0.54
18-05-2020,BIDU,70,40,0.287682072,-0.077105716,-0.021579807,0.000465688,9288100,5674800,-1.88,-0.4,-0.54,-0.04,-0.03
18-05-2020,BIIB,65,62,0.084083117,-0.049944648,0.018609227,0.000346303,24984900,16304100,-0.94,0.57,3.38,0.62,1.43
18-05-2020,BKNG,44,77,0,0.014361473,0.037099511,0.001376374,389493400,40831400,0.1,-1.01,-1.55,-0.1,-0.6
18-05-2020,CDNS,62,31,-0.031748698,0.028843083,0.058005102,0.003364592,5324800,4935600,0.53,0.26,-0.39,-0.48,-0.65
18-05-2020,CDW,64,67,0.179340929,0.015414421,-0.107817862,0.011624691,14759800,107557700,0.13,-0.18,-0.48,-0.57,-0.36
18-05-2020,CERN,29,49,0,0.016238475,0.016645363,0.000277068,3018800,15533700,0.68,-0.47,-0.21,0.07,-0.02
18-05-2020,CHKP,36,58,-0.050430854,-0.005377984,0.003817289,1.45717E-05,3386100,2343300,0.57,0.11,-0.48,0.16,-0.28
18-05-2020,CHTR,60,52,0.190043603,-0.063446619,-0.015434392,0.00023822,13041700,14605200,-3.31,0.29,0.27,-0.3,0.27
18-05-2020,CMCSA,41,46,0.090971778,0.049405469,-0.095118879,0.009047601,8242000,14527900,1.54,1.15,1.25,0.9,0.54
18-05-2020,COST,28,58,-0.159064695,-0.072109989,-0.030098231,0.000905904,4265900,3666100,-1.88,-0.4,-0.54,-0.04,-0.03
18-05-2020,CPRT,76,45,-0.085157808,-0.085648173,-0.012189933,0.000148594,19353700,10893200,-0.94,0.57,3.38,0.62,1.43
18-05-2020,CSCO,44,36,0.149531734,0.012792299,-0.004451595,1.98167E-05,3865300,8121600,0.1,-1.01,-1.55,-0.1,-0.6
18-05-2020,CSX,22,73,0.027779564,0.014582886,0.025628406,0.000656815,7184800,2798600,0.53,0.26,-0.39,-0.48,-0.65
18-05-2020,CTAS,23,37,0.084557388,-0.086620829,0.064692119,0.00418507,46848800,3788200,-0.49,-0.34,0.34,0.24,0.04
18-05-2020,CTSH,14,10,0,0.007768947,0.022602478,0.000510872,69391800,4227900,0.2,-0.52,-0.35,-0.13,-0.08
18-05-2020,DLTR,37,22,-0.241162057,0.017644854,0.016154268,0.00026096,32297500,7914000,-0.85,-0.11,0.62,-0.07,0.22
18-05-2020,DXCM,26,59,0.145711811,0.027569472,0.161137534,0.025965305,30384300,2378800,-1.55,0.44,-1.14,-1.49,-0.8
18-05-2020,EA,46,26,-0.268263987,-0.033346432,0.002630555,6.91982E-06,50937200,5555700,-0.11,-0.87,-1.74,-0.34,-0.35
18-05-2020,EBAY,13,26,-0.143100844,0.043965504,-0.091375502,0.008349482,57209100,5536600,0.01,0.03,-0.02,-0.04,-0.06
18-05-2020,EXC,30,20,-0.182321557,0.030302358,0.017457533,0.000304765,70400400,6038500,-0.03,0.03,-0.02,0.02,0.04
18-05-2020,FAST,21,13,-0.207639365,0.039787861,0.028635387,0.000819985,57804300,3330000,0.35,-0.41,-0.41,0.6,-0.44
18-05-2020,FB,40,46,0,-0.009929843,-0.021575486,0.000465502,35553318,67430700,0.48,0.24,0.21,-0.05,0.07
18-05-2020,FISV,18,33,0,-0.024347733,0.018442365,0.000340121,22916900,14574700,1.11,-0.05,0.11,0.42,0.09
18-05-2020,GILD,48,30,0.405465108,-0.017756433,0.014662511,0.000214989,28373300,1163900,0.02,0.03,0.05,-0.05,0.02
18-05-2020,GOOG,34,84,-0.101782694,0.07677967,-0.078112835,0.006101615,83573500,28438449,1.54,1.15,1.25,0.9,0.54
18-05-2020,IDXX,34,42,0,-0.010969842,0.026701682,0.00071298,96018900,23769700,-0.57,-1.18,-2,0.02,-0.29
18-05-2020,ILMN,35,18,0,0.047235912,-0.031177431,0.000972032,32774900,54505500,0.27,0.52,1.68,0.7,1.35
18-05-2020,INCY,66,22,-0.087011377,-0.044864969,0.017100415,0.000292424,2660100,105351300,-1.34,0.31,2.58,0.3,1.46
18-05-2020,INTC,70,46,-0.083381609,0.014103549,-0.012185947,0.000148497,11462900,8534800,0.13,-0.18,-0.48,-0.57,-0.36
18-05-2020,INTU,27,21,0,0.034636068,-0.000688636,4.7422E-07,129661400,6285300,0.68,-0.47,-0.21,0.07,-0.02
18-05-2020,ISRG,17,8,0.287682072,0.014487902,0.062210997,0.003870208,68568700,10832000,0.57,0.11,-0.48,0.16,-0.28
18-05-2020,JD,51,50,0,-0.163001731,0.005839566,3.41005E-05,6944700,10354400,-3.31,0.29,0.27,-0.3,0.27
18-05-2020,KDP,21,100,1.609437912,0.063486556,0.000698211,4.87499E-07,96561400,5370700,1.54,1.15,1.25,0.9,0.54
18-05-2020,KHC,10,6,0,-0.029926078,-0.025416223,0.000645984,62690400,8712400,-1.88,-0.4,-0.54,-0.04,-0.03
18-05-2020,KLAC,53,50,-0.019802627,-0.063850536,-0.031494625,0.000991911,9858700,7390100,-0.94,0.57,3.38,0.62,1.43
18-05-2020,LRCX,21,16,0,0.023483169,0.0264531,0.000699766,231473300,4296000,0.1,-1.01,-1.55,-0.1,-0.6
18-05-2020,LULU,9,7,0.15415068,0.083116904,0.041456229,0.001718619,41134000,7719700,0.53,0.26,-0.39,-0.48,-0.65
18-05-2020,MAR,79,56,0,-0.01385797,-0.010321349,0.00010653,96472600,37580400,-0.49,-0.34,0.34,0.24,0.04
18-05-2020,MCHP,30,49,-0.115512887,0.043724446,-0.028456672,0.000809782,8014200,3812600,0.2,-0.52,-0.35,-0.13,-0.08
18-05-2020,MDLZ,63,39,0,0.024441886,0.014184667,0.000201205,129776500,32028300,-0.85,-0.11,0.62,-0.07,0.22
18-05-2020,MELI,40,55,0.018349139,-0.044892297,0.113707614,0.012929421,4972400,1689200,-1.55,0.44,-1.14,-1.49,-0.8
18-05-2020,MNST,64,50,0.083381609,-0.007401709,0.014510535,0.000210556,238965600,37452700,-0.11,-0.87,-1.74,-0.34,-0.35
18-05-2020,MRVL,37,65,0,0.059370361,0.074404628,0.005536049,13630500,3528700,0.01,0.03,-0.02,-0.04,-0.06
18-05-2020,MSFT,66,51,0.040005335,0.007683266,0.002679459,7.1795E-06,125116000,25829600,-0.03,0.03,-0.02,0.02,0.04
18-05-2020,MTCH,64,61,0,-0.038682652,0.033767228,0.001140226,14074000,5466300,0.35,-0.41,-0.41,0.6,-0.44
18-05-2020,MU,51,37,0,-0.006810792,-0.030802999,0.000948825,6715000,9919300,-0.49,-0.34,0.34,0.24,0.04
18-05-2020,NFLX,9,19,-0.146603474,0.038606318,0.004939762,2.44012E-05,29020000,184805200,0.2,-0.52,-0.35,-0.13,-0.08
18-05-2020,NTES,44,41,0.247836164,-0.003077115,0.011495093,0.000132137,13071200,10132300,-0.85,-0.11,0.62,-0.07,0.22
18-05-2020,NVDA,13,28,-0.068992871,-0.009383001,0.105885171,0.011211669,26898400,142600800,-1.55,0.44,-1.14,-1.49,-0.8
18-05-2020,NXPI,24,32,0,-0.010109843,-0.006109163,3.73219E-05,7703300,11043300,-0.11,-0.87,-1.74,-0.34,-0.35
18-05-2020,OKTA,17,30,0.143100844,0.064224978,-0.031931552,0.001019624,44344000,195564800,0.01,0.03,-0.02,-0.04,-0.06
18-05-2020,ORLY,42,28,-0.03509132,0.036145313,-0.005120129,2.62157E-05,10964800,8886900,-0.03,0.03,-0.02,0.02,0.04
18-05-2020,PAYX,11,29,-0.098440073,0.038759672,0.048307697,0.002333634,21440900,142480400,0.35,-0.41,-0.41,0.6,-0.44
18-05-2020,PCAR,38,68,0.09237332,0.04281894,0.003724724,1.38736E-05,28152000,22800800,0.48,0.24,0.21,-0.05,0.07
18-05-2020,PEP,57,26,-0.238411023,0.003269729,0.024590254,0.000604681,1561700,52833600,1.11,-0.05,0.11,0.42,0.09
18-05-2020,PYPL,55,59,-0.049596941,-0.016449978,-0.025504746,0.000650492,2778100,10278000,0.02,0.03,0.05,-0.05,0.02
18-05-2020,QCOM,66,17,0.194156014,0.036432503,0.038843857,0.001508845,5061400,42571300,1.54,1.15,1.25,0.9,0.54
18-05-2020,REGN,29,20,-0.182321557,0.034644587,0.029615706,0.00087709,19309600,1789700,-0.57,-1.18,-2,0.02,-0.29
18-05-2020,ROST,90,26,-0.143100844,0.03159613,-0.015135301,0.000229077,17027700,2802700,0.27,0.52,1.68,0.7,1.35
18-05-2020,SBUX,13,42,0.100083459,-0.067773002,0.070990853,0.005039701,17462700,5026600,-1.34,0.31,2.58,0.3,1.46
18-05-2020,SGEN,51,20,0,-0.023639045,-0.011818203,0.00013967,34479300,22945900,-0.49,-0.34,0.34,0.24,0.04
18-05-2020,SIRI,52,37,0.055569851,0.093092856,0.005886688,3.46531E-05,11530600,48980300,0.2,-0.52,-0.35,-0.13,-0.08
18-05-2020,SNPS,55,15,-0.427444015,-0.010365506,-0.000509015,2.59096E-07,20495400,13225800,-0.85,-0.11,0.62,-0.07,0.22
18-05-2020,SPLK,75,57,-0.131336002,-0.019911539,0.042661143,0.001819973,4539200,27168100,-1.55,0.44,-1.14,-1.49,-0.8
18-05-2020,SWKS,55,21,-0.421213465,-0.017089995,0.010809981,0.000116856,21863200,26366300,-0.11,-0.87,-1.74,-0.34,-0.35
18-05-2020,TEAM,62,28,0,0.015322272,-0.03211811,0.001031573,14476100,49864300,0.01,0.03,-0.02,-0.04,-0.06
18-05-2020,TMUS,57,23,-0.16034265,0.021402395,0.038923789,0.001515061,23242200,15310600,-0.03,0.03,-0.02,0.02,0.04
18-05-2020,TSLA,73,22,0,0.027435403,0.0020658,4.26753E-06,7525100,21991400,0.35,-0.41,-0.41,0.6,-0.44
18-05-2020,TXN,36,25,-0.246860078,-0.03549963,0.059303002,0.003516846,3075300,5462300,0.48,0.24,0.21,-0.05,0.07
18-05-2020,VRSK,63,31,0,-0.001352307,0.004532295,2.05417E-05,43751600,9753000,1.11,-0.05,0.11,0.42,0.09
18-05-2020,VRSN,74,25,-0.277631737,0.007564313,0.034237697,0.00117222,21268100,7293800,0.02,0.03,0.05,-0.05,0.02
