Date,Company,GSVI,GSVI_lag1,AGSVI,R,R_lag1,Volatility,Volume_lag1,Volume,Mkt_RF,SMB,HML,RMW,CMA
08-07-2019,MSFT,59,33,0.062520357,0.043468046,0.025212789,0.000635685,31161100,8481600,0.38,0.71,-0.63,-0.95,-0.6
08-07-2019,MTCH,37,28,-0.164303051,-0.018196106,0.004726612,2.23409E-05,66220100,129739500,0,0,-0.01,0,-0.01
08-07-2019,MU,26,27,3.295836866,0.005310584,-0.00310129,9.618E-06,15236500,53706000,-0.75,0.19,0.47,0.04,0.11
08-07-2019,NFLX,38,69,0.044451763,0.012799671,0.117292199,0.01375746,3636900,12551700,0.51,0.01,-0.38,0.24,-0.34
08-07-2019,NTES,22,17,0.060624622,0.035452465,0.005506134,3.03175E-05,18737000,23795700,0.57,0.11,-0.48,0.16,-0.28
08-07-2019,NVDA,36,85,0.098845835,-0.160508336,-0.016455092,0.00027077,2177900,8378700,-8.09,-1.71,-3.71,0.65,-0.15
08-07-2019,NXPI,30,22,0.526093096,0.01739388,-0.02576568,0.00066387,23253500,49033700,0.9,0.24,-1.51,0.07,-0.23
08-07-2019,OKTA,22,76,0.141078598,0.046103112,0.020712671,0.000429015,2070300,11659700,-0.02,-0.09,-1.06,-0.23,-0.44
08-07-2019,ORLY,27,30,1.609437912,0.015544627,-0.077960536,0.006077845,13798400,22844800,0.38,0.71,-0.63,-0.95,-0.6
08-07-2019,PAYX,27,85,0.098845835,-0.062646815,0.030108468,0.00090652,3593600,21793200,0,0,-0.01,0,-0.01
08-07-2019,PCAR,35,55,4.007333185,-0.008467254,-0.005390267,2.9055E-05,3136600,8349000,-0.75,0.19,0.47,0.04,0.11
08-07-2019,PEP,61,6,-0.405465108,0.024950713,0.023315144,0.000543596,2904400,35422200,-0.59,-0.5,-0.09,0.02,-0.22
08-07-2019,PYPL,27,25,0.127833372,0.022199374,0.013687192,0.000187339,14505700,1302000,-0.33,0.08,0.26,-0.12,-0.1
08-07-2019,QCOM,98,47,0.136575535,0.023366931,0.069639708,0.004849689,62227200,7285300,0.02,-0.48,-2.72,-0.29,-0.8
08-07-2019,REGN,15,65,0.047252885,0.000746777,0.039105155,0.001529213,12026500,5245000,1.44,-0.93,-0.69,0.68,-0.09
08-07-2019,ROST,24,59,-0.016807118,0.059180304,0.010914415,0.000119124,44510700,21689500,0.49,-1.38,-2.14,0.2,-0.43
08-07-2019,SBUX,92,25,-0.113328685,0.019238132,-0.045066637,0.002031002,1450700,41959400,1.11,0.8,-0.66,-1.44,-0.75
08-07-2019,SGEN,48,12,2.48490665,0.042033822,0.011038883,0.000121857,7259300,5024200,-0.75,0.19,0.47,0.04,0.11
08-07-2019,SIRI,25,34,-0.111225635,-0.035338726,0.063693333,0.004056841,204307000,23729100,0.51,0.01,-0.38,0.24,-0.34
08-07-2019,SNPS,37,19,0,0.029092651,0.074905997,0.005610908,7526600,29192700,0.57,0.11,-0.48,0.16,-0.28
08-07-2019,SPLK,46,51,0,-0.064986389,-0.008622981,7.43558E-05,195420000,18668700,-8.09,-1.71,-3.71,0.65,-0.15
08-07-2019,SWKS,39,22,-0.087011377,0.050084967,-0.002002273,4.0091E-06,10101600,9845900,0.9,0.24,-1.51,0.07,-0.23
08-07-2019,TEAM,29,45,0,-0.036136378,0.046274106,0.002141293,305567500,22429000,-0.02,-0.09,-1.06,-0.23,-0.44
08-07-2019,TMUS,29,27,0.037740328,-0.052242053,-0.007851998,6.16539E-05,10259200,6589200,0.38,0.71,-0.63,-0.95,-0.6
08-07-2019,TSLA,22,39,-0.074107972,0.004046935,-0.003364879,1.13224E-05,82714200,16646300,0,0,-0.01,0,-0.01
08-07-2019,TXN,21,30,3.401197382,0.020946825,0.006985528,4.87976E-05,15915600,7119100,-0.75,0.19,0.47,0.04,0.11
08-07-2019,VRSK,22,41,0.024692613,0.019688077,0.01632101,0.000266375,2413300,2451600,-0.59,-0.5,-0.09,0.02,-0.22
08-07-2019,VRSN,61,29,0,-0.012874609,-0.016409019,0.000269256,5836600,20579500,-0.33,0.08,0.26,-0.12,-0.1
08-07-2019,VRTX,41,41,0.102654154,-0.040953303,-0.030535459,0.000932414,6286000,14694000,0.02,-0.48,-2.72,-0.29,-0.8
08-07-2019,WBA,29,24,-0.459532329,-0.010650143,0.035950602,0.001292446,10091500,3484800,1.44,-0.93,-0.69,0.68,-0.09
08-07-2019,WDAY,17,40,-0.300104592,-0.006825337,0.008270648,6.84036E-05,2119100,13585700,0.49,-1.38,-2.14,0.2,-0.43
08-07-2019,XEL,56,22,0.146603474,0.132131821,-0.003089082,9.54243E-06,19206200,6819700,1.11,0.8,-0.66,-1.44,-0.75
15-07-2019,AAPL,40,14,2.63905733,-0.038166896,-0.017626216,0.000310683,5442300,29549600,-0.75,0.19,0.47,0.04,0.11
15-07-2019,ADBE,58,19,-0.100083459,-0.091097134,-0.035141089,0.001234896,409783400,5154900,0.03,0.02,0.06,-0.02,0.02
15-07-2019,ADI,34,39,-0.025317808,0.01088704,0.017757064,0.000315313,22236400,12303400,-0.04,0.05,0.46,0.22,0.38
15-07-2019,ADP,34,11,0,-0.015609444,-0.030506346,0.000930637,9055900,27499200,-1.54,0.2,-0.21,-0.38,0
15-07-2019,ADSK,45,21,-0.046520016,0.0076835,0.179601078,0.032256547,560502400,5476600,0.06,-0.01,0.08,-0.1,-0.07
15-07-2019,AEP,36,40,0,0.023459681,-0.004685664,2.19554E-05,25328900,12580400,-1.19,-2.15,-2.37,0.29,-0.94
15-07-2019,ALGN,40,10,0,-0.036999316,0.040411698,0.001633105,5265400,30947000,0.25,-0.45,-0.58,0.39,0.7
15-07-2019,AMAT,37,11,-0.310154928,-0.002707465,0.039133557,0.001531435,205817500,2102000,0.92,-0.53,-0.63,0.33,-0.43
15-07-2019,AMD,36,33,0.030771659,-0.024677694,-0.054717903,0.002994049,28031400,14236500,-1.87,-0.49,0.25,0.82,0.48
15-07-2019,AMGN,16,38,3.63758616,0.035848366,-0.000371183,1.37777E-07,11901500,1614700,-0.75,0.19,0.47,0.04,0.11
15-07-2019,AMZN,55,24,0.087011377,-0.009263001,-0.058328521,0.003402216,38740300,2676000,0.03,0.02,0.06,-0.02,0.02
15-07-2019,ANSS,81,69,-0.014388737,0.007068429,-0.002758292,7.60817E-06,5051300,8783600,-0.04,0.05,0.46,0.22,0.38
15-07-2019,ASML,17,50,0.127833372,-0.010912465,0.025785723,0.000664904,9238000,1844000,-1.54,0.2,-0.21,-0.38,0
15-07-2019,ATVI,44,27,0.076961041,0.031287785,0.087717509,0.007694361,25924300,3372400,0.06,-0.01,0.08,-0.1,-0.07
15-07-2019,BIDU,70,71,0.028573372,-0.004079693,0.012289239,0.000151025,7270500,10603200,-1.19,-2.15,-2.37,0.29,-0.94
15-07-2019,BIIB,27,53,0.019048195,-0.05543717,0.027855922,0.000775952,31645600,1954500,0.25,-0.45,-0.58,0.39,0.7
15-07-2019,BKNG,48,42,-0.112477983,0.055160064,-0.013271635,0.000176136,28959300,2187900,0.92,-0.53,-0.63,0.33,-0.43
15-07-2019,CDNS,70,65,0.047252885,0.017711072,-0.010813641,0.000116935,7799500,6907600,-1.87,-0.49,0.25,0.82,0.48
15-07-2019,CDW,75,32,3.465735903,0.043882345,-0.000643682,4.14327E-07,25761600,6796000,-0.75,0.19,0.47,0.04,0.11
15-07-2019,CERN,22,50,0.223143551,0.004788484,-0.029972965,0.000898379,16371000,4163100,0.03,0.02,0.06,-0.02,0.02
15-07-2019,CHKP,31,36,-0.177681177,-0.015441151,-0.008631998,7.45114E-05,2707000,87158200,-0.04,0.05,0.46,0.22,0.38
15-07-2019,CHTR,78,52,0.05942342,-0.03367966,0.011462582,0.000131391,24424800,7599200,-1.54,0.2,-0.21,-0.38,0
15-07-2019,CMCSA,35,47,0.065957968,0.058868305,0.018715695,0.000350277,14488600,6666500,0.06,-0.01,0.08,-0.1,-0.07
15-07-2019,COST,45,36,-0.105360516,-0.034759456,-0.0017568,3.08635E-06,3988800,102764100,-1.19,-2.15,-2.37,0.29,-0.94
15-07-2019,CPRT,56,45,-0.200670695,-0.052511962,0.020437371,0.000417686,7919600,5987600,0.25,-0.45,-0.58,0.39,0.7
15-07-2019,CSCO,14,49,0.020619287,0.002898253,-0.025491079,0.000649795,5701200,5795400,0.92,-0.53,-0.63,0.33,-0.43
15-07-2019,CSX,15,25,-0.076961041,-0.00211303,-0.018128454,0.000328641,1489300,73820500,-1.87,-0.49,0.25,0.82,0.48
15-07-2019,CTAS,15,21,3.044522438,-0.022526116,-0.030627524,0.000938045,100159500,5828900,-0.75,0.19,0.47,0.04,0.11
15-07-2019,CTSH,40,28,0,0.025049537,0.089037564,0.007927688,45189400,5659800,0.51,0.01,-0.38,0.24,-0.34
15-07-2019,DLTR,17,4,-1.386294361,0.065072699,-0.062653979,0.003925521,63501600,4879600,0.57,0.11,-0.48,0.16,-0.28
15-07-2019,DXCM,58,39,0.167054085,-0.16220606,0.032404841,0.001050074,33080800,2968200,-8.09,-1.71,-3.71,0.65,-0.15
15-07-2019,EA,21,51,-0.145711811,0.032173939,-0.006334354,4.0124E-05,156301800,8108600,0.9,0.24,-1.51,0.07,-0.23
15-07-2019,EBAY,32,48,0.374693449,-0.024977099,0.100820701,0.010164814,62552900,4001500,-0.02,-0.09,-1.06,-0.23,-0.44
15-07-2019,EXC,12,15,-0.287682072,-0.072182101,0.036713957,0.001347915,63548100,4000600,0.38,0.71,-0.63,-0.95,-0.6
15-07-2019,FAST,49,34,-0.028987537,-0.018958878,0.005152711,2.65504E-05,51461600,7926300,0,0,-0.01,0,-0.01
15-07-2019,FB,74,54,3.988984047,0.02783705,-0.011946255,0.000142713,1944500,135135600,-0.75,0.19,0.47,0.04,0.11
15-07-2019,FISV,41,43,-0.045462374,0.042222243,0.017463176,0.000304963,29384657,48645100,-0.59,-0.5,-0.09,0.02,-0.22
15-07-2019,GILD,15,32,-0.223143551,0.019547432,-0.015169537,0.000230115,21839800,21458800,-0.33,0.08,0.26,-0.12,-0.1
15-07-2019,GOOG,43,31,0.175890666,0.02225829,0.061417291,0.003772084,34034800,2860500,0.02,-0.48,-2.72,-0.29,-0.8
15-07-2019,IDXX,32,74,-0.026668247,0.00261002,0.071133481,0.005059972,125695900,56178982,-1.49,0.49,0.19,-0.43,-0.22
15-07-2019,ILMN,36,44,0,0.05969794,0.010128796,0.000102593,113001900,14985800,0.49,-1.38,-2.14,0.2,-0.43
15-07-2019,INCY,21,20,-0.048790164,-0.016142901,0.017827752,0.000317829,34696300,45287800,1.11,0.8,-0.66,-1.44,-0.75
15-07-2019,INTC,57,62,4.127134385,0.036474864,0.019322428,0.000373356,14873400,10855400,-0.75,0.19,0.47,0.04,0.11
15-07-2019,INTU,54,29,-0.066691374,-0.024815956,-0.028160385,0.000793007,8159200,6796200,0.03,0.02,0.06,-0.02,0.02
15-07-2019,ISRG,21,27,0.037740328,-0.010718189,-0.038687544,0.001496726,6015700,26173400,-0.04,0.05,0.46,0.22,0.38
15-07-2019,JD,79,44,-0.044451763,-0.049005175,-0.047834127,0.002288104,7938400,4018000,-1.54,0.2,-0.21,-0.38,0
15-07-2019,KDP,64,30,0,0.030155493,0.078307388,0.006132047,5518800,14605500,0.06,-0.01,0.08,-0.1,-0.07
15-07-2019,KHC,21,15,0.068992871,-0.020724391,-0.064139126,0.004113827,5953900,38505900,-1.19,-2.15,-2.37,0.29,-0.94
15-07-2019,KLAC,84,46,0.11506933,-0.086816366,0.077831806,0.00605779,10987100,5517100,0.25,-0.45,-0.58,0.39,0.7
15-07-2019,LRCX,60,21,0,0.020622433,-0.010118436,0.000102383,6048800,8318400,0.92,-0.53,-0.63,0.33,-0.43
15-07-2019,LULU,23,10,0,-0.00438717,0.006037269,3.64486E-05,6088000,31701800,-1.87,-0.49,0.25,0.82,0.48
15-07-2019,MAR,39,49,3.891820298,0.061584877,-0.022436558,0.000503399,4967700,1968700,-0.75,0.19,0.47,0.04,0.11
15-07-2019,MCHP,74,41,0,0.018887492,0.060474264,0.003657137,146827400,33235200,0.51,0.01,-0.38,0.24,-0.34
15-07-2019,MDLZ,40,51,-0.019418086,-0.115167368,0.024934958,0.000621752,9325100,2005200,0.57,0.11,-0.48,0.16,-0.28
15-07-2019,MELI,67,58,0.168622712,-0.089006016,0.052750577,0.002782623,74202700,22901800,-8.09,-1.71,-3.71,0.65,-0.15
15-07-2019,MNST,34,60,0.016807118,0.128516265,0.024846337,0.00061734,23160300,4598700,0.9,0.24,-1.51,0.07,-0.23
15-07-2019,MRVL,57,37,0,-0.028001439,0.026956731,0.000726665,158397600,23455300,-0.02,-0.09,-1.06,-0.23,-0.44
15-07-2019,MSFT,25,59,-0.065597282,-0.018872623,0.005656528,3.19963E-05,8481600,2734400,0.38,0.71,-0.63,-0.95,-0.6
15-07-2019,MTCH,66,37,-0.026668247,-0.024437488,-0.002750559,7.56557E-06,129739500,35977000,0,0,-0.01,0,-0.01
15-07-2019,MU,16,26,3.258096538,-0.10124093,0.020311039,0.000412538,53706000,311611600,-0.75,0.19,0.47,0.04,0.11
15-07-2019,NFLX,51,38,0.203598955,-0.002852321,0.064709449,0.004187313,12551700,7788600,0.51,0.01,-0.38,0.24,-0.34
15-07-2019,NTES,14,22,0.09531018,-0.009579308,0.071163794,0.005064286,23795700,151338000,0.57,0.11,-0.48,0.16,-0.28
15-07-2019,NVDA,43,36,0,0.008790244,-0.035604004,0.001267645,8378700,6575600,-8.09,-1.71,-3.71,0.65,-0.15
15-07-2019,NXPI,14,30,0.033901552,0.040396178,-0.000686406,4.71153E-07,49033700,387388800,0.9,0.24,-1.51,0.07,-0.23
15-07-2019,OKTA,37,22,-0.276253377,-0.014405429,-0.011924023,0.000142182,11659700,11279100,-0.02,-0.09,-1.06,-0.23,-0.44
15-07-2019,ORLY,17,27,0.16034265,-0.016895637,-0.041525984,0.001724407,22844800,168515600,0.38,0.71,-0.63,-0.95,-0.6
15-07-2019,PAYX,53,27,-0.138150338,-0.009759655,0.026159403,0.000684314,21793200,10316400,0,0,-0.01,0,-0.01
15-07-2019,PCAR,18,35,3.555348061,0.05730353,-0.011889484,0.00014136,8349000,3151200,-0.75,0.19,0.47,0.04,0.11
15-07-2019,PEP,27,61,-0.108633841,0.001952644,0.01431029,0.000204784,35422200,24776000,-0.59,-0.5,-0.09,0.02,-0.22
15-07-2019,PYPL,23,27,-0.105360516,0.04673151,0.003226347,1.04093E-05,1302000,28009500,-0.33,0.08,0.26,-0.12,-0.1
15-07-2019,QCOM,91,98,0.130620182,-0.069610056,0.027714888,0.000768115,7285300,18640900,0.02,-0.48,-2.72,-0.29,-0.8
15-07-2019,REGN,58,15,0,-0.006920461,0.035750061,0.001278067,5245000,41503600,-1.49,0.49,0.19,-0.43,-0.22
15-07-2019,ROST,32,24,-0.080042708,0.015523167,-0.048337567,0.00233652,21689500,1555100,0.49,-1.38,-2.14,0.2,-0.43
15-07-2019,SBUX,70,92,0.53280453,3.01E-05,0.059766618,0.003572049,41959400,4496800,1.11,0.8,-0.66,-1.44,-0.75
15-07-2019,SGEN,61,48,3.871201011,0.015089107,0.036273793,0.001315788,5024200,80392300,-0.75,0.19,0.47,0.04,0.11
15-07-2019,SIRI,52,25,0,-0.02804103,0.047726161,0.002277786,23729100,14000000,0.51,0.01,-0.38,0.24,-0.34
15-07-2019,SNPS,59,37,0,-0.002040918,-0.031287619,0.000978915,29192700,30097300,0.57,0.11,-0.48,0.16,-0.28
15-07-2019,SPLK,51,46,0,-0.028515655,-0.025841265,0.000667771,18668700,16389900,-8.09,-1.71,-3.71,0.65,-0.15
15-07-2019,SWKS,61,39,-0.074107972,0.009848415,0.021609419,0.000466967,9845900,61975900,0.9,0.24,-1.51,0.07,-0.23
15-07-2019,TEAM,56,29,0,-0.004334169,-0.000758368,5.75122E-07,22429000,22043700,-0.02,-0.09,-1.06,-0.23,-0.44
15-07-2019,TMUS,59,29,0,-0.026461357,-0.006612986,4.37316E-05,6589200,47571500,0.38,0.71,-0.63,-0.95,-0.6
15-07-2019,TSLA,57,22,0.046520016,-0.038909016,-0.017348674,0.000300976,16646300,21439700,0,0,-0.01,0,-0.01
15-07-2019,TXN,16,21,3.044522438,0.027105781,0.009201059,8.46595E-05,7119100,2229000,-0.75,0.19,0.47,0.04,0.11
15-07-2019,VRSK,25,22,-0.167054085,-0.014401758,-0.027868709,0.000776665,2451600,4966500,-0.59,-0.5,-0.09,0.02,-0.22
15-07-2019,VRSN,56,61,0.499955952,-0.04151907,-0.074743726,0.005586625,20579500,7964100,-0.33,0.08,0.26,-0.12,-0.1
15-07-2019,VRTX,59,41,-0.157628944,-0.056396133,0.007628519,5.81943E-05,14694000,7073000,0.02,-0.48,-2.72,-0.29,-0.8
15-07-2019,WBA,77,29,-0.159064695,-0.016871411,0.027869622,0.000776716,3484800,4313500,-1.49,0.49,0.19,-0.43,-0.22
15-07-2019,WDAY,24,17,-0.567984038,-0.00975435,-0.01267153,0.000160568,13585700,22564800,0.49,-1.38,-2.14,0.2,-0.43
15-07-2019,XEL,46,56,0,-0.027422631,0.022485726,0.000505608,6819700,12116500,1.11,0.8,-0.66,-1.44,-0.75
22-07-2019,AAPL,58,40,3.688879454,0.00987154,-0.010396867,0.000108095,29549600,13652200,-0.75,0.19,0.47,0.04,0.11
22-07-2019,ADBE,59,58,0.03509132,-0.026678947,-0.025117145,0.000630871,5154900,15271100,0.03,0.02,0.06,-0.02,0.02
22-07-2019,ADI,5,34,-0.344840486,-0.010207295,0.007492205,5.61331E-05,12303400,21407900,-0.04,0.05,0.46,0.22,0.38
22-07-2019,ADP,66,34,-0.234839591,-0.000654739,0.004649792,2.16206E-05,27499200,8735400,-1.54,0.2,-0.21,-0.38,0
22-07-2019,ADSK,38,45,-0.064538521,0.013031381,0.026751106,0.000715622,5476600,11969000,0.06,-0.01,0.08,-0.1,-0.07
22-07-2019,AEP,7,36,-0.027398974,-0.015868803,0.018373786,0.000337596,12580400,13852700,-1.19,-2.15,-2.37,0.29,-0.94
22-07-2019,ALGN,75,40,0,-0.029361789,0.030866948,0.000952768,30947000,13428900,0.25,-0.45,-0.58,0.39,0.7
22-07-2019,AMAT,25,37,-0.052643733,0.027945779,0.012417483,0.000154194,2102000,7560900,0.92,-0.53,-0.63,0.33,-0.43
22-07-2019,AMD,6,36,0.057158414,-0.026653483,0.0259983,0.000675912,14236500,18992700,-1.87,-0.49,0.25,0.82,0.48
22-07-2019,AMGN,69,16,2.772588722,0.054040592,0.005976159,3.57145E-05,1614700,450006400,-0.75,0.19,0.47,0.04,0.11
22-07-2019,AMZN,45,55,-0.018018506,-0.028506292,0.00286087,8.18458E-06,2676000,10447400,0.03,0.02,0.06,-0.02,0.02
22-07-2019,ANSS,67,81,-0.036367644,-0.038285478,-0.04989442,0.002489453,8783600,14189800,-0.04,0.05,0.46,0.22,0.38
22-07-2019,ASML,64,17,0,-0.02803531,-0.001318641,1.73881E-06,1844000,388122000,-1.54,0.2,-0.21,-0.38,0
22-07-2019,ATVI,25,44,-0.022472856,0.014678148,-0.021133237,0.000446614,3372400,12899500,0.06,-0.01,0.08,-0.1,-0.07
22-07-2019,BIDU,69,70,-0.028170877,-0.007003472,0.03294493,0.001085368,10603200,16746800,-1.19,-2.15,-2.37,0.29,-0.94
22-07-2019,BIIB,64,27,0.037740328,-0.052478559,0.089688619,0.008044048,1954500,665196000,0.25,-0.45,-0.58,0.39,0.7
22-07-2019,BKNG,20,48,-0.080042708,0.042157141,0.039490762,0.00155952,2187900,10578900,0.92,-0.53,-0.63,0.33,-0.43
22-07-2019,CDNS,61,70,-0.082238098,-0.035388592,-0.011584202,0.000134194,6907600,39104500,-1.87,-0.49,0.25,0.82,0.48
22-07-2019,CDW,52,75,4.317488114,0.019213979,0.003299687,1.08879E-05,6796000,4946400,-0.75,0.19,0.47,0.04,0.11
22-07-2019,CERN,67,22,-0.622529613,-0.032561652,-0.038737844,0.001500621,4163100,5865100,0.03,0.02,0.06,-0.02,0.02
22-07-2019,CHKP,86,31,-0.303682414,-0.050612199,-0.040122762,0.001609836,87158200,22714300,-0.04,0.05,0.46,0.22,0.38
22-07-2019,CHTR,45,78,0.108213585,-0.055683805,0.007788314,6.06578E-05,7599200,5511800,-1.54,0.2,-0.21,-0.38,0
22-07-2019,CMCSA,78,35,-0.082238098,0.025488447,0.020410834,0.000416602,6666500,6484800,0.06,-0.01,0.08,-0.1,-0.07
22-07-2019,COST,44,45,0.068992871,-0.011391956,0.009924196,9.84897E-05,102764100,14977100,-1.19,-2.15,-2.37,0.29,-0.94
22-07-2019,CPRT,32,56,0.018018506,-0.027419528,0.012343109,0.000152352,5987600,2885800,0.25,-0.45,-0.58,0.39,0.7
22-07-2019,CSCO,66,14,-0.857450232,-0.009444006,-0.007256196,5.26524E-05,5795400,4065800,0.92,-0.53,-0.63,0.33,-0.43
22-07-2019,CSX,47,15,-0.427444015,0.027957396,-0.010280817,0.000105695,73820500,14367700,-1.87,-0.49,0.25,0.82,0.48
22-07-2019,CTAS,45,15,2.708050201,-0.002375867,0.023594314,0.000556692,5828900,14746400,-0.75,0.19,0.47,0.04,0.11
22-07-2019,CTSH,93,40,0.192371893,0.001759796,-0.011316354,0.00012806,5659800,5200600,0.11,0.54,-1.33,-0.47,-0.67
22-07-2019,DLTR,51,17,0,-0.024836711,-0.020991573,0.000440646,4879600,9261100,0.57,0.11,-0.48,0.16,-0.28
22-07-2019,DXCM,84,58,0.03509132,-0.205059073,-0.082498309,0.006805971,2968200,7612100,-11.93,-1.13,0.19,-0.17,0.92
22-07-2019,EA,81,21,-0.046520016,-0.02381695,0.001465502,2.1477E-06,8108600,25490400,0.9,0.24,-1.51,0.07,-0.23
22-07-2019,EBAY,85,32,-0.060624622,0.044964516,0.042700921,0.001823369,4001500,7240400,-0.31,0.17,-1.69,-0.01,-0.9
22-07-2019,EXC,87,12,-0.287682072,-0.005727656,-0.015456285,0.000238897,4000600,9202900,0.38,0.71,-0.63,-0.95,-0.6
22-07-2019,FAST,87,49,0.336472237,0.005014296,-0.016617492,0.000276141,7926300,5632500,0.19,0.27,1.38,-0.09,1.19
22-07-2019,FB,46,74,4.304065093,0.005463297,0.021941452,0.000481427,135135600,35562151,0.69,0.26,-0.77,0.13,-0.39
22-07-2019,FISV,18,41,-0.024097552,-0.036171436,-0.015461038,0.000239044,48645100,20444400,-0.59,-0.5,-0.09,0.02,-0.22
22-07-2019,GILD,15,15,0,-0.019722208,-0.002382313,5.67542E-06,21458800,36284200,-0.33,0.08,0.26,-0.12,-0.1
22-07-2019,GOOG,90,43,0,-0.016839615,-0.012243406,0.000149901,2860500,90380900,0.02,-0.48,-2.72,-0.29,-0.8
22-07-2019,IDXX,42,32,0,0.068519008,0.005580845,3.11458E-05,56178982,84863200,-1.49,0.49,0.19,-0.43,-0.22
22-07-2019,ILMN,18,36,-0.494018505,0.014176527,-0.018374456,0.000337621,14985800,24668400,0.49,-1.38,-2.14,0.2,-0.43
22-07-2019,INCY,25,21,-0.451985124,-0.020542624,0.014827834,0.000219865,45287800,2266700,1.11,0.8,-0.66,-1.44,-0.75
22-07-2019,INTC,21,57,4.043051268,0.035296524,-0.044692,0.001997375,10855400,108055700,-0.75,0.19,0.47,0.04,0.11
22-07-2019,INTU,5,54,0.037740328,-0.021506185,-0.107599642,0.011577683,6796200,67846900,0.03,0.02,0.06,-0.02,0.02
22-07-2019,ISRG,49,21,0.100083459,-0.022476701,-0.001061864,1.12756E-06,26173400,8606700,-0.04,0.05,0.46,0.22,0.38
22-07-2019,JD,24,79,1.073610986,-0.068606971,0.138740162,0.019248833,4018000,82172200,-1.54,0.2,-0.21,-0.38,0
22-07-2019,KDP,6,64,0.031748698,0.085055561,-0.018859059,0.000355664,14605500,52419700,0.06,-0.01,0.08,-0.1,-0.07
22-07-2019,KHC,49,21,-0.046520016,0.072378943,0.043985805,0.001934751,38505900,10414600,-1.19,-2.15,-2.37,0.29,-0.94
22-07-2019,KLAC,6,84,0.767255153,-0.020505337,-0.016106825,0.00025943,5517100,88237100,0.25,-0.45,-0.58,0.39,0.7
22-07-2019,LRCX,6,60,-0.016529302,0.01622508,0.065317726,0.004266405,8318400,41799400,0.92,-0.53,-0.63,0.33,-0.43
22-07-2019,LULU,54,23,-0.083381609,0.005730863,0.018010735,0.000324387,31701800,7776200,-1.87,-0.49,0.25,0.82,0.48
22-07-2019,MAR,52,39,3.663561646,0.015261902,0.037788004,0.001427933,1968700,25548200,-0.75,0.19,0.47,0.04,0.11
22-07-2019,MCHP,31,74,0.055569851,0.025042968,0.00871522,7.59551E-05,33235200,10045300,0.11,0.54,-1.33,-0.47,-0.67
22-07-2019,MDLZ,53,40,0,0.032377456,-0.011751769,0.000138104,2005200,22207000,0.57,0.11,-0.48,0.16,-0.28
22-07-2019,MELI,50,67,-0.164755233,-0.248405024,-0.146185047,0.021370068,22901800,6013600,-11.93,-1.13,0.19,-0.17,0.92
22-07-2019,MNST,59,34,-0.162518929,0.015054303,-0.053053038,0.002814625,4598700,65224400,0.9,0.24,-1.51,0.07,-0.23
22-07-2019,MRVL,47,57,0.017699577,0.002409458,-0.053776444,0.002891906,23455300,18049600,-0.31,0.17,-1.69,-0.01,-0.9
22-07-2019,MSFT,60,25,-0.3074847,-0.039722258,-0.012139777,0.000147374,2734400,13279000,0.38,0.71,-0.63,-0.95,-0.6
22-07-2019,MTCH,24,66,-0.127833372,0.059114259,0.019655185,0.000386326,35977000,8962200,0.19,0.27,1.38,-0.09,1.19
22-07-2019,MU,41,16,2.772588722,0.036401205,0.053617575,0.002874844,311611600,22584700,-0.75,0.19,0.47,0.04,0.11
22-07-2019,NFLX,23,51,0.376477571,0.039170493,-0.072172708,0.0052089,7788600,10292800,0.11,0.54,-1.33,-0.47,-0.67
22-07-2019,NTES,42,14,0.15415068,0.108567152,-0.029322169,0.00085979,151338000,10049600,0.57,0.11,-0.48,0.16,-0.28
22-07-2019,NVDA,11,43,0.123613956,-0.180240077,-0.059124435,0.003495699,6575600,16656900,-11.93,-1.13,0.19,-0.17,0.92
22-07-2019,NXPI,27,14,0,0.015260917,-0.058391148,0.003409526,387388800,17521100,0.9,0.24,-1.51,0.07,-0.23
22-07-2019,OKTA,7,37,0.14518201,0.023689019,0.006611151,4.37073E-05,11279100,10320100,-0.31,0.17,-1.69,-0.01,-0.9
22-07-2019,ORLY,18,17,-0.162518929,-0.04593902,0.010874516,0.000118255,168515600,10995300,0.38,0.71,-0.63,-0.95,-0.6
22-07-2019,PAYX,6,53,0.256719847,-0.013434278,-0.017158082,0.0002944,10316400,11013000,0.19,0.27,1.38,-0.09,1.19
22-07-2019,PCAR,61,18,2.890371758,0.020453765,-0.046348266,0.002148162,3151200,59628300,0.69,0.26,-0.77,0.13,-0.39
22-07-2019,PEP,33,27,0,-0.022206043,0.026342129,0.000693908,24776000,2172300,-0.59,-0.5,-0.09,0.02,-0.22
22-07-2019,PYPL,62,23,-0.122602322,0.011113016,0.008795917,7.73682E-05,28009500,3375300,-0.33,0.08,0.26,-0.12,-0.1
22-07-2019,QCOM,16,91,0.248179629,0.016729973,0.079366411,0.006299027,18640900,7628200,0.02,-0.48,-2.72,-0.29,-0.8
22-07-2019,REGN,16,58,0,-0.01542921,0.023486773,0.000551629,41503600,28305500,-1.49,0.49,0.19,-0.43,-0.22
22-07-2019,ROST,29,32,-0.197825743,0.014923963,0.007969456,6.35122E-05,1555100,47534100,0.49,-1.38,-2.14,0.2,-0.43
22-07-2019,SBUX,37,70,-0.028170877,-0.034960821,-0.012430549,0.000154519,4496800,8115600,1.11,0.8,-0.66,-1.44,-0.75
22-07-2019,SGEN,10,61,4.110873864,0.013167843,0.022266432,0.000495794,80392300,5827100,-0.75,0.19,0.47,0.04,0.11
